"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat"
"24213","3",190100000,190200000,"train","X0","bone","99.9.",12
"24311","4",6100000,6200000,"train","X0","bone","99.9.",12
"24411","4",1.6e+07,16100000,"train","X0","bone","99.9.",12
"24511","4",20200000,20300000,"train","X0","bone","99.9.",12
"24611","4",24600000,24700000,"train","X0","bone","99.9.",12
"24711","4",3.4e+07,34100000,"train","X0","bone","99.9.",12
"24811","4",34800000,34900000,"train","X0","bone","99.9.",12
"24911","4",4e+07,40100000,"train","X0","bone","99.9.",12
"25011","4",6.4e+07,64100000,"train","X0","bone","99.9.",12
"25213","4",80900000,8.1e+07,"train","X0","bone","99.9.",12
"25311","4",88200000,88300000,"train","X0","bone","99.9.",12
"25511","4",107500000,107600000,"train","X0","bone","99.9.",12
"25711","4",109600000,109700000,"train","X0","bone","99.9.",12
"25811","4",110600000,110700000,"train","X0","bone","99.9.",12
"25911","4",1.17e+08,117100000,"train","X0","bone","99.9.",12
"26011","4",123500000,123600000,"train","X0","bone","99.9.",12
"26213","4",139300000,139400000,"train","X0","bone","99.9.",12
"26311","4",141900000,1.42e+08,"train","X0","bone","99.9.",12
"26411","4",148400000,148500000,"train","X0","bone","99.9.",12
"26511","4",151400000,151500000,"train","X0","bone","99.9.",12
"26611","4",151700000,151800000,"train","X0","bone","99.9.",12
"26711","4",152200000,152300000,"train","X0","bone","99.9.",12
"26811","4",160900000,1.61e+08,"train","X0","bone","99.9.",12
"26911","4",164500000,164600000,"train","X0","bone","99.9.",12
"27011","4",170100000,170200000,"train","X0","bone","99.9.",12
"27115","4",177800000,177900000,"train","X0","bone","99.9.",12
"27311","4",179900000,1.8e+08,"train","X0","bone","99.9.",12
"27411","4",180200000,180300000,"train","X0","bone","99.9.",12
"27511","4",181300000,181400000,"train","X0","bone","99.9.",12
"27611","4",181500000,181600000,"train","X0","bone","99.9.",12
"27711","4",181600000,181700000,"train","X0","bone","99.9.",12
"27811","4",181700000,181800000,"train","X0","bone","99.9.",12
"27911","4",181800000,181900000,"train","X0","bone","99.9.",12
"28115","4",182100000,182200000,"train","X0","bone","99.9.",12
"28311","4",182400000,182500000,"train","X0","bone","99.9.",12
"28511","4",182800000,182900000,"train","X0","bone","99.9.",12
"28711","4",184600000,184700000,"train","X0","bone","99.9.",12
"28811","4",188700000,188800000,"train","X0","bone","99.9.",12
"28911","4",188800000,188900000,"train","X0","bone","99.9.",12
"29011","4",189900000,1.9e+08,"train","X0","bone","99.9.",12
"29115","5",1e+05,2e+05,"train","X0","bone","99.9.",12
"29213","5",1200000,1300000,"train","X0","bone","99.9.",12
"29411","5",3700000,3800000,"train","X0","bone","99.9.",12
"29511","5",5800000,5900000,"train","X0","bone","99.9.",12
"29611","5",7400000,7500000,"train","X0","bone","99.9.",12
"29711","5",12300000,12400000,"train","X0","bone","99.9.",12
"29911","5",25100000,25200000,"train","X0","bone","99.9.",12
"30011","5",33200000,33300000,"train","X0","bone","99.9.",12
"30115","5",41500000,41600000,"train","X0","bone","99.9.",12
"30213","5",43800000,43900000,"train","X0","bone","99.9.",12
"30311","5",45800000,45900000,"train","X0","bone","99.9.",12
"30411","5",53900000,5.4e+07,"train","X0","bone","99.9.",12
"30511","5",59400000,59500000,"train","X0","bone","99.9.",12
"30611","5",60100000,60200000,"train","X0","bone","99.9.",12
"30811","5",78300000,78400000,"train","X0","bone","99.9.",12
"30911","5",78800000,78900000,"train","X0","bone","99.9.",12
"31312","5",95600000,95700000,"train","X0","bone","99.9.",12
"31411","5",95900000,9.6e+07,"train","X0","bone","99.9.",12
"31511","5",96600000,96700000,"train","X0","bone","99.9.",12
"31911","5",99500000,99600000,"train","X0","bone","99.9.",12
"32011","5",99800000,99900000,"train","X0","bone","99.9.",12
"32115","5",99900000,1e+08,"train","X0","bone","99.9.",12
"32213","5",100400000,100500000,"train","X0","bone","99.9.",12
"32311","5",1.04e+08,104100000,"train","X0","bone","99.9.",12
"32511","5",110100000,110200000,"train","X0","bone","99.9.",12
"32611","5",110500000,110600000,"train","X0","bone","99.9.",12
"32711","5",116800000,116900000,"train","X0","bone","99.9.",12
"32811","5",118800000,118900000,"train","X0","bone","99.9.",12
"32911","5",119300000,119400000,"train","X0","bone","99.9.",12
"33311","5",143900000,1.44e+08,"train","X0","bone","99.9.",12
"33411","5",144600000,144700000,"train","X0","bone","99.9.",12
"33511","5",144700000,144800000,"train","X0","bone","99.9.",12
"33611","5",145600000,145700000,"train","X0","bone","99.9.",12
"33711","5",147400000,147500000,"train","X0","bone","99.9.",12
"33811","5",147500000,147600000,"train","X0","bone","99.9.",12
"33911","5",149700000,149800000,"train","X0","bone","99.9.",12
"34011","5",150700000,150800000,"train","X0","bone","99.9.",12
"34115","5",151500000,151600000,"train","X0","bone","99.9.",12
"34212","5",158300000,158400000,"train","X0","bone","99.9.",12
"34411","5",163700000,163800000,"train","X0","bone","99.9.",12
"34511","5",167900000,1.68e+08,"train","X0","bone","99.9.",12
"34611","5",1.73e+08,173100000,"train","X0","bone","99.9.",12
"34711","5",175700000,175800000,"train","X0","bone","99.9.",12
"34811","5",179700000,179800000,"train","X0","bone","99.9.",12
"34911","5",180600000,180700000,"train","X0","bone","99.9.",12
"35011","6",2100000,2200000,"train","X0","bone","99.9.",12
"35115","6",2500000,2600000,"train","X0","bone","99.9.",12
"35213","6",6600000,6700000,"train","X0","bone","99.9.",12
"35711","6",9400000,9500000,"train","X0","bone","99.9.",12
"35911","6",18200000,18300000,"train","X0","bone","99.9.",12
"36115","6",19800000,19900000,"train","X0","bone","99.9.",12
"36213","6",21100000,21200000,"train","X0","bone","99.9.",12
"36311","6",21200000,21300000,"train","X0","bone","99.9.",12
"36411","6",21400000,21500000,"train","X0","bone","99.9.",12
"36511","6",26600000,26700000,"train","X0","bone","99.9.",12
"36711","6",30100000,30200000,"train","X0","bone","99.9.",12
"36811","6",30200000,30300000,"train","X0","bone","99.9.",12
"36911","6",31300000,31400000,"train","X0","bone","99.9.",12
"37011","6",32500000,32600000,"train","X0","bone","99.9.",12
"37411","6",36200000,36300000,"train","X0","bone","99.9.",12
"37511","6",44200000,44300000,"train","X0","bone","99.9.",12
"37711","6",45700000,45800000,"train","X0","bone","99.9.",12
"37811","6",45800000,45900000,"train","X0","bone","99.9.",12
"38011","6",52900000,5.3e+07,"train","X0","bone","99.9.",12
"38115","6",5.5e+07,55100000,"train","X0","bone","99.9.",12
"38312","6",65600000,65700000,"train","X0","bone","99.9.",12
"38411","6",66200000,66300000,"train","X0","bone","99.9.",12
"38511","6",67200000,67300000,"train","X0","bone","99.9.",12
"38811","6",78200000,78300000,"train","X0","bone","99.9.",12
"39011","6",79700000,79800000,"train","X0","bone","99.9.",12
"39212","6",8e+07,80100000,"train","X0","bone","99.9.",12
"39511","6",87400000,87500000,"train","X0","bone","99.9.",12
"39711","6",92600000,92700000,"train","X0","bone","99.9.",12
"39811","6",97300000,97400000,"train","X0","bone","99.9.",12
"39911","6",108200000,108300000,"train","X0","bone","99.9.",12
"40115","6",115600000,115700000,"train","X0","bone","99.9.",12
"40312","6",128700000,128800000,"train","X0","bone","99.9.",12
"40411","6",128800000,128900000,"train","X0","bone","99.9.",12
"40611","6",136500000,136600000,"train","X0","bone","99.9.",12
"40711","6",137100000,137200000,"train","X0","bone","99.9.",12
"40911","6",147700000,147800000,"train","X0","bone","99.9.",12
"41115","6",157600000,157700000,"train","X0","bone","99.9.",12
"41313","6",159900000,1.6e+08,"train","X0","bone","99.9.",12
"41411","6",1.6e+08,160100000,"train","X0","bone","99.9.",12
"41511","6",160600000,160700000,"train","X0","bone","99.9.",12
"41611","6",160700000,160800000,"train","X0","bone","99.9.",12
"41711","6",165900000,1.66e+08,"train","X0","bone","99.9.",12
"41811","6",169300000,169400000,"train","X0","bone","99.9.",12
"41911","6",170300000,170400000,"train","X0","bone","99.9.",12
"42011","7",1e+05,2e+05,"train","X0","bone","99.9.",12
"42115","7",9e+05,1e+06,"train","X0","bone","99.9.",12
"42213","7",1100000,1200000,"train","X0","bone","99.9.",12
"42311","7",2200000,2300000,"train","X0","bone","99.9.",12
"42411","7",2800000,2900000,"train","X0","bone","99.9.",12
"42511","7",5200000,5300000,"train","X0","bone","99.9.",12
"42911","7",18900000,1.9e+07,"train","X0","bone","99.9.",12
"43115","7",25100000,25200000,"train","X0","bone","99.9.",12
"43213","7",32600000,32700000,"train","X0","bone","99.9.",12
"43411","7",3.5e+07,35100000,"train","X0","bone","99.9.",12
"43511","7",39500000,39600000,"train","X0","bone","99.9.",12
"43911","7",51600000,51700000,"train","X0","bone","99.9.",12
"44115","7",52500000,52600000,"train","X0","bone","99.9.",12
"44311","7",55100000,55200000,"train","X0","bone","99.9.",12
"44511","7",6.5e+07,65100000,"train","X0","bone","99.9.",12
"44611","7",65200000,65300000,"train","X0","bone","99.9.",12
"44711","7",65800000,65900000,"train","X0","bone","99.9.",12
"44811","7",68700000,68800000,"train","X0","bone","99.9.",12
"44911","7",70400000,70500000,"train","X0","bone","99.9.",12
"45011","7",71700000,71800000,"train","X0","bone","99.9.",12
"45115","7",72100000,72200000,"train","X0","bone","99.9.",12
"45213","7",73200000,73300000,"train","X0","bone","99.9.",12
"45511","7",74500000,74600000,"train","X0","bone","99.9.",12
"45611","7",77300000,77400000,"train","X0","bone","99.9.",12
"45711","7",78100000,78200000,"train","X0","bone","99.9.",12
"45911","7",81300000,81400000,"train","X0","bone","99.9.",12
"46311","7",9e+07,90100000,"train","X0","bone","99.9.",12
"46411","7",90500000,90600000,"train","X0","bone","99.9.",12
"46611","7",93800000,93900000,"train","X0","bone","99.9.",12
"46711","7",93900000,9.4e+07,"train","X0","bone","99.9.",12
"46811","7",9.4e+07,94100000,"train","X0","bone","99.9.",12
"46911","7",95300000,95400000,"train","X0","bone","99.9.",12
"47115","7",9.8e+07,98100000,"train","X0","bone","99.9.",12
"47212","7",99900000,1e+08,"train","X0","bone","99.9.",12
"47312","7",1.01e+08,101100000,"train","X0","bone","99.9.",12
"47611","7",120600000,120700000,"train","X0","bone","99.9.",12
"47711","7",125200000,125300000,"train","X0","bone","99.9.",12
"47911","7",129600000,129700000,"train","X0","bone","99.9.",12
"48312","7",136600000,136700000,"train","X0","bone","99.9.",12
"48411","7",139400000,139500000,"train","X0","bone","99.9.",12
"48511","7",141900000,1.42e+08,"train","X0","bone","99.9.",12
"48711","7",148800000,148900000,"train","X0","bone","99.9.",12
"48811","7",150700000,150800000,"train","X0","bone","99.9.",12
"48911","7",1.51e+08,151100000,"train","X0","bone","99.9.",12
"49011","7",152400000,152500000,"train","X0","bone","99.9.",12
"49115","7",152700000,152800000,"train","X0","bone","99.9.",12
"49212","7",153200000,153300000,"train","X0","bone","99.9.",12
"49311","7",157200000,157300000,"train","X0","bone","99.9.",12
"49411","7",157300000,157400000,"train","X0","bone","99.9.",12
"49711","8",6e+05,7e+05,"train","X0","bone","99.9.",12
"49811","8",1500000,1600000,"train","X0","bone","99.9.",12
"49911","8",1700000,1800000,"train","X0","bone","99.9.",12
"50213","8",9600000,9700000,"train","X0","bone","99.9.",12
"50311","8",11200000,11300000,"train","X0","bone","99.9.",12
"50411","8",22400000,22500000,"train","X0","bone","99.9.",12
"50511","8",23400000,23500000,"train","X0","bone","99.9.",12
"50611","8",28900000,2.9e+07,"train","X0","bone","99.9.",12
"50711","8",33400000,33500000,"train","X0","bone","99.9.",12
"50811","8",34500000,34600000,"train","X0","bone","99.9.",12
"50911","8",38100000,38200000,"train","X0","bone","99.9.",12
"51015","8",5.5e+07,55100000,"train","X0","bone","99.9.",12
"51412","8",56300000,56400000,"train","X0","bone","99.9.",12
"51511","8",59500000,59600000,"train","X0","bone","99.9.",12
"52115","8",75800000,75900000,"train","X0","bone","99.9.",12
"52213","8",76500000,76600000,"train","X0","bone","99.9.",12
"52311","8",76900000,7.7e+07,"train","X0","bone","99.9.",12
"52411","8",77700000,77800000,"train","X0","bone","99.9.",12
"52611","8",79200000,79300000,"train","X0","bone","99.9.",12
"52711","8",79300000,79400000,"train","X0","bone","99.9.",12
"52811","8",82700000,82800000,"train","X0","bone","99.9.",12
"52911","8",86300000,86400000,"train","X0","bone","99.9.",12
"53115","8",9.1e+07,91100000,"train","X0","bone","99.9.",12
"53213","8",91600000,91700000,"train","X0","bone","99.9.",12
"53411","8",9.3e+07,93100000,"train","X0","bone","99.9.",12
"53611","8",93400000,93500000,"train","X0","bone","99.9.",12
"53911","8",94600000,94700000,"train","X0","bone","99.9.",12
"54011","8",94700000,94800000,"train","X0","bone","99.9.",12
"54213","8",96700000,96800000,"train","X0","bone","99.9.",12
"54311","8",96800000,96900000,"train","X0","bone","99.9.",12
"54411","8",96900000,9.7e+07,"train","X0","bone","99.9.",12
"54611","8",9.9e+07,99100000,"train","X0","bone","99.9.",12
"55311","8",1.13e+08,113100000,"train","X0","bone","99.9.",12
"55511","8",117500000,117600000,"train","X0","bone","99.9.",12
"55711","8",126500000,126600000,"train","X0","bone","99.9.",12
"55811","8",130400000,130500000,"train","X0","bone","99.9.",12
"55911","8",130700000,130800000,"train","X0","bone","99.9.",12
"56011","8",131700000,131800000,"train","X0","bone","99.9.",12
"56115","8",136900000,1.37e+08,"train","X0","bone","99.9.",12
"56312","8",138800000,138900000,"train","X0","bone","99.9.",12
"56811","9",19800000,19900000,"train","X0","bone","99.9.",12
"56911","9",21100000,21200000,"train","X0","bone","99.9.",12
"57011","9",21200000,21300000,"train","X0","bone","99.9.",12
"57115","9",21700000,21800000,"train","X0","bone","99.9.",12
"57213","9",21800000,21900000,"train","X0","bone","99.9.",12
"57511","9",22100000,22200000,"train","X0","bone","99.9.",12
"57611","9",22200000,22300000,"train","X0","bone","99.9.",12
"57711","9",22400000,22500000,"train","X0","bone","99.9.",12
"57811","9",23500000,23600000,"train","X0","bone","99.9.",12
"57911","9",26200000,26300000,"train","X0","bone","99.9.",12
"58011","9",34100000,34200000,"train","X0","bone","99.9.",12
"58411","9",66500000,66600000,"train","X0","bone","99.9.",12
"58611","9",69100000,69200000,"train","X0","bone","99.9.",12
"58711","9",76700000,76800000,"train","X0","bone","99.9.",12
"58811","9",78400000,78500000,"train","X0","bone","99.9.",12
"58911","9",84300000,84400000,"train","X0","bone","99.9.",12
"59011","9",86500000,86600000,"train","X0","bone","99.9.",12
"59115","9",87200000,87300000,"train","X0","bone","99.9.",12
"59311","9",97900000,9.8e+07,"train","X0","bone","99.9.",12
"59411","9",104100000,104200000,"train","X0","bone","99.9.",12
"59611","9",109500000,109600000,"train","X0","bone","99.9.",12
"59911","9",113400000,113500000,"train","X0","bone","99.9.",12
"60115","9",117800000,117900000,"train","X0","bone","99.9.",12
"60213","9",120300000,120400000,"train","X0","bone","99.9.",12
"60311","9",120800000,120900000,"train","X0","bone","99.9.",12
"60511","9",122100000,122200000,"train","X0","bone","99.9.",12
"60711","9",122500000,122600000,"train","X0","bone","99.9.",12
"61015","9",129700000,129800000,"train","X0","bone","99.9.",12
"61312","9",132300000,132400000,"train","X0","bone","99.9.",12
"61611","9",137400000,137500000,"train","X0","bone","99.9.",12
"61711","9",137600000,137700000,"train","X0","bone","99.9.",12
"61811","9",137900000,1.38e+08,"train","X0","bone","99.9.",12
"61911","9",138700000,138800000,"train","X0","bone","99.9.",12
"62011","9",139800000,139900000,"train","X0","bone","99.9.",12
"62115","9",140100000,140200000,"train","X0","bone","99.9.",12
"62312","10",6600000,6700000,"train","X0","bone","99.9.",12
"62411","10",10600000,10700000,"train","X0","bone","99.9.",12
"62511","10",13500000,13600000,"train","X0","bone","99.9.",12
"62611","10",17100000,17200000,"train","X0","bone","99.9.",12
"62711","10",17300000,17400000,"train","X0","bone","99.9.",12
"62911","10",19200000,19300000,"train","X0","bone","99.9.",12
"63011","10",22300000,22400000,"train","X0","bone","99.9.",12
"63115","10",22700000,22800000,"train","X0","bone","99.9.",12
"63312","10",31400000,31500000,"train","X0","bone","99.9.",12
"63411","10",33100000,33200000,"train","X0","bone","99.9.",12
"63511","10",37700000,37800000,"train","X0","bone","99.9.",12
"63611","10",43700000,43800000,"train","X0","bone","99.9.",12
"63711","10",51700000,51800000,"train","X0","bone","99.9.",12
"63811","10",59900000,6e+07,"train","X0","bone","99.9.",12
"63911","10",60100000,60200000,"train","X0","bone","99.9.",12
"64011","10",64800000,64900000,"train","X0","bone","99.9.",12
"64213","10",65600000,65700000,"train","X0","bone","99.9.",12
"64411","10",71900000,7.2e+07,"train","X0","bone","99.9.",12
"64511","10",79700000,79800000,"train","X0","bone","99.9.",12
"64611","10",84400000,84500000,"train","X0","bone","99.9.",12
"64811","10",89600000,89700000,"train","X0","bone","99.9.",12
"64911","10",90300000,90400000,"train","X0","bone","99.9.",12
"65115","10",99100000,99200000,"train","X0","bone","99.9.",12
"65213","10",99300000,99400000,"train","X0","bone","99.9.",12
"65311","10",100200000,100300000,"train","X0","bone","99.9.",12
"65411","10",100400000,100500000,"train","X0","bone","99.9.",12
"65611","10",100600000,100700000,"train","X0","bone","99.9.",12
"65711","10",101200000,101300000,"train","X0","bone","99.9.",12
"65811","10",1.02e+08,102100000,"train","X0","bone","99.9.",12
"65911","10",102200000,102300000,"train","X0","bone","99.9.",12
"66011","10",102300000,102400000,"train","X0","bone","99.9.",12
"66115","10",1.05e+08,105100000,"train","X0","bone","99.9.",12
"66411","10",109100000,109200000,"train","X0","bone","99.9.",12
"66511","10",112100000,112200000,"train","X0","bone","99.9.",12
"66711","10",1.21e+08,121100000,"train","X0","bone","99.9.",12
"66811","10",122700000,122800000,"train","X0","bone","99.9.",12
"66911","10",126900000,1.27e+08,"train","X0","bone","99.9.",12
"67011","10",1.27e+08,127100000,"train","X0","bone","99.9.",12
"67115","10",134100000,134200000,"train","X0","bone","99.9.",12
"67213","10",134900000,1.35e+08,"train","X0","bone","99.9.",12
"67311","10",135100000,135200000,"train","X0","bone","99.9.",12
"67411","11",1e+06,1100000,"train","X0","bone","99.9.",12
"67911","11",1900000,2e+06,"train","X0","bone","99.9.",12
"68011","11",2200000,2300000,"train","X0","bone","99.9.",12
"68115","11",2300000,2400000,"train","X0","bone","99.9.",12
"68213","11",7200000,7300000,"train","X0","bone","99.9.",12
"68311","11",10400000,10500000,"train","X0","bone","99.9.",12
"68411","11",12100000,12200000,"train","X0","bone","99.9.",12
"68511","11",15900000,1.6e+07,"train","X0","bone","99.9.",12
"68611","11",16100000,16200000,"train","X0","bone","99.9.",12
"68711","11",16700000,16800000,"train","X0","bone","99.9.",12
"68811","11",29800000,29900000,"train","X0","bone","99.9.",12
"69011","11",33400000,33500000,"train","X0","bone","99.9.",12
"69115","11",35500000,35600000,"train","X0","bone","99.9.",12
"69213","11",44200000,44300000,"train","X0","bone","99.9.",12
"69311","11",45700000,45800000,"train","X0","bone","99.9.",12
"69511","11",47500000,47600000,"train","X0","bone","99.9.",12
"69611","11",47900000,4.8e+07,"train","X0","bone","99.9.",12
"69711","11",48300000,48400000,"train","X0","bone","99.9.",12
"69811","11",60500000,60600000,"train","X0","bone","99.9.",12
"69911","11",63100000,63200000,"train","X0","bone","99.9.",12
"70115","11",67100000,67200000,"train","X0","bone","99.9.",12
"70213","11",68500000,68600000,"train","X0","bone","99.9.",12
"70311","11",68900000,6.9e+07,"train","X0","bone","99.9.",12
"70411","11",69500000,69600000,"train","X0","bone","99.9.",12
"70511","11",69600000,69700000,"train","X0","bone","99.9.",12
"70711","11",71200000,71300000,"train","X0","bone","99.9.",12
"70911","11",77700000,77800000,"train","X0","bone","99.9.",12
"71312","11",7.9e+07,79100000,"train","X0","bone","99.9.",12
"71412","11",79500000,79600000,"train","X0","bone","99.9.",12
"71511","11",80200000,80300000,"train","X0","bone","99.9.",12
"71911","11",84100000,84200000,"train","X0","bone","99.9.",12
"72011","11",84200000,84300000,"train","X0","bone","99.9.",12
"72115","11",86100000,86200000,"train","X0","bone","99.9.",12
"72213","11",8.7e+07,87100000,"train","X0","bone","99.9.",12
"72311","11",100800000,100900000,"train","X0","bone","99.9.",12
"72411","11",101900000,1.02e+08,"train","X0","bone","99.9.",12
"72611","11",105800000,105900000,"train","X0","bone","99.9.",12
"72711","11",105900000,1.06e+08,"train","X0","bone","99.9.",12
"72811","11",1.07e+08,107100000,"train","X0","bone","99.9.",12
"72911","11",121900000,1.22e+08,"train","X0","bone","99.9.",12
"73115","11",1.28e+08,128100000,"train","X0","bone","99.9.",12
"73511","11",1.29e+08,129100000,"train","X0","bone","99.9.",12
"73611","12",1200000,1300000,"train","X0","bone","99.9.",12
"73711","12",1600000,1700000,"train","X0","bone","99.9.",12
"73811","12",3400000,3500000,"train","X0","bone","99.9.",12
"73911","12",3600000,3700000,"train","X0","bone","99.9.",12
"74011","12",4500000,4600000,"train","X0","bone","99.9.",12
"74213","12",8400000,8500000,"train","X0","bone","99.9.",12
"74311","12",14200000,14300000,"train","X0","bone","99.9.",12
"74511","12",19400000,19500000,"train","X0","bone","99.9.",12
"74611","12",20900000,2.1e+07,"train","X0","bone","99.9.",12
"74811","12",24300000,24400000,"train","X0","bone","99.9.",12
"75115","12",29500000,29600000,"train","X0","bone","99.9.",12
"75213","12",31300000,31400000,"train","X0","bone","99.9.",12
"75311","12",31900000,3.2e+07,"train","X0","bone","99.9.",12
"75611","12",4.4e+07,44100000,"train","X0","bone","99.9.",12
"75811","12",47400000,47500000,"train","X0","bone","99.9.",12
"76011","12",48400000,48500000,"train","X0","bone","99.9.",12
"76115","12",48500000,48600000,"train","X0","bone","99.9.",12
"76213","12",55800000,55900000,"train","X0","bone","99.9.",12
"76311","12",56400000,56500000,"train","X0","bone","99.9.",12
"76411","12",56500000,56600000,"train","X0","bone","99.9.",12
"76511","12",61700000,61800000,"train","X0","bone","99.9.",12
"76711","12",69500000,69600000,"train","X0","bone","99.9.",12
"76811","12",7.4e+07,74100000,"train","X0","bone","99.9.",12
"77011","12",78500000,78600000,"train","X0","bone","99.9.",12
"77115","12",80100000,80200000,"train","X0","bone","99.9.",12
"77213","12",82700000,82800000,"train","X0","bone","99.9.",12
"77411","12",86100000,86200000,"train","X0","bone","99.9.",12
"77511","12",9.1e+07,91100000,"train","X0","bone","99.9.",12
"77711","12",100400000,100500000,"train","X0","bone","99.9.",12
"77911","12",104300000,104400000,"train","X0","bone","99.9.",12
"78115","12",108200000,108300000,"train","X0","bone","99.9.",12
"78311","12",117600000,117700000,"train","X0","bone","99.9.",12
"78411","12",118700000,118800000,"train","X0","bone","99.9.",12
"78511","12",121700000,121800000,"train","X0","bone","99.9.",12
"78611","12",123100000,123200000,"train","X0","bone","99.9.",12
"79011","12",125800000,125900000,"train","X0","bone","99.9.",12
"79311","12",131800000,131900000,"train","X0","bone","99.9.",12
"79411","12",132400000,132500000,"train","X0","bone","99.9.",12
"79511","12",132900000,1.33e+08,"train","X0","bone","99.9.",12
"79611","12",133400000,133500000,"train","X0","bone","99.9.",12
"79711","13",19300000,19400000,"train","X0","bone","99.9.",12
"79911","13",22300000,22400000,"train","X0","bone","99.9.",12
"80011","13",23500000,23600000,"train","X0","bone","99.9.",12
"80115","13",28600000,28700000,"train","X0","bone","99.9.",12
"80411","13",30800000,30900000,"train","X0","bone","99.9.",12
"80511","13",3.1e+07,31100000,"train","X0","bone","99.9.",12
"80611","13",40200000,40300000,"train","X0","bone","99.9.",12
"80711","13",42700000,42800000,"train","X0","bone","99.9.",12
"80811","13",45900000,4.6e+07,"train","X0","bone","99.9.",12
"80911","13",57100000,57200000,"train","X0","bone","99.9.",12
"81015","13",60900000,6.1e+07,"train","X0","bone","99.9.",12
"81115","13",6.6e+07,66100000,"train","X0","bone","99.9.",12
"81214","13",67900000,6.8e+07,"train","X0","bone","99.9.",12
"81312","13",70600000,70700000,"train","X0","bone","99.9.",12
"81412","13",78300000,78400000,"train","X0","bone","99.9.",12
"81511","13",78400000,78500000,"train","X0","bone","99.9.",12
"81611","13",81800000,81900000,"train","X0","bone","99.9.",12
"81711","13",82800000,82900000,"train","X0","bone","99.9.",12
"81811","13",86600000,86700000,"train","X0","bone","99.9.",12
"82011","13",87100000,87200000,"train","X0","bone","99.9.",12
"82115","13",92500000,92600000,"train","X0","bone","99.9.",12
"82213","13",93400000,93500000,"train","X0","bone","99.9.",12
"82311","13",98900000,9.9e+07,"train","X0","bone","99.9.",12
"82411","13",101900000,1.02e+08,"train","X0","bone","99.9.",12
"82611","13",103400000,103500000,"train","X0","bone","99.9.",12
"82711","13",107900000,1.08e+08,"train","X0","bone","99.9.",12
"83011","13",114800000,114900000,"train","X0","bone","99.9.",12
"83115","14",20300000,20400000,"train","X0","bone","99.9.",12
"83213","14",21700000,21800000,"train","X0","bone","99.9.",12
"83411","14",24900000,2.5e+07,"train","X0","bone","99.9.",12
"83611","14",3.5e+07,35100000,"train","X0","bone","99.9.",12
"83711","14",35700000,35800000,"train","X0","bone","99.9.",12
"83811","14",40300000,40400000,"train","X0","bone","99.9.",12
"84115","14",49600000,49700000,"train","X0","bone","99.9.",12
"84213","14",50900000,5.1e+07,"train","X0","bone","99.9.",12
"84311","14",55500000,55600000,"train","X0","bone","99.9.",12
"84411","14",56100000,56200000,"train","X0","bone","99.9.",12
"84511","14",5.7e+07,57100000,"train","X0","bone","99.9.",12
"84611","14",63700000,63800000,"train","X0","bone","99.9.",12
"84711","14",68600000,68700000,"train","X0","bone","99.9.",12
"84911","14",69900000,7e+07,"train","X0","bone","99.9.",12
"85011","14",71500000,71600000,"train","X0","bone","99.9.",12
"85115","14",79300000,79400000,"train","X0","bone","99.9.",12
"85213","14",81400000,81500000,"train","X0","bone","99.9.",12
"85411","14",89600000,89700000,"train","X0","bone","99.9.",12
"85511","14",96700000,96800000,"train","X0","bone","99.9.",12
"85611","14",96800000,96900000,"train","X0","bone","99.9.",12
"85711","14",102600000,102700000,"train","X0","bone","99.9.",12
"86011","14",106100000,106200000,"train","X0","bone","99.9.",12
"86213","14",106700000,106800000,"train","X0","bone","99.9.",12
"86311","15",22400000,22500000,"train","X0","bone","99.9.",12
"86411","15",23600000,23700000,"train","X0","bone","99.9.",12
"86511","15",25900000,2.6e+07,"train","X0","bone","99.9.",12
"86711","15",3.4e+07,34100000,"train","X0","bone","99.9.",12
"87213","15",45600000,45700000,"train","X0","bone","99.9.",12
"87411","15",46800000,46900000,"train","X0","bone","99.9.",12
"87611","15",51900000,5.2e+07,"train","X0","bone","99.9.",12
"87711","15",6.3e+07,63100000,"train","X0","bone","99.9.",12
"87911","15",66400000,66500000,"train","X0","bone","99.9.",12
"88011","15",68800000,68900000,"train","X0","bone","99.9.",12
"88115","15",70600000,70700000,"train","X0","bone","99.9.",12
"88312","15",71100000,71200000,"train","X0","bone","99.9.",12
"88411","15",72300000,72400000,"train","X0","bone","99.9.",12
"88511","15",74200000,74300000,"train","X0","bone","99.9.",12
"88611","15",76600000,76700000,"train","X0","bone","99.9.",12
"88711","15",83800000,83900000,"train","X0","bone","99.9.",12
"88811","15",86100000,86200000,"train","X0","bone","99.9.",12
"88911","15",86300000,86400000,"train","X0","bone","99.9.",12
"89115","15",89200000,89300000,"train","X0","bone","99.9.",12
"89212","15",90800000,90900000,"train","X0","bone","99.9.",12
"89411","15",94700000,94800000,"train","X0","bone","99.9.",12
"89711","16",1.3e+07,13100000,"train","X0","bone","99.9.",12
"89811","16",16800000,16900000,"train","X0","bone","99.9.",12
"90011","16",2.2e+07,22100000,"train","X0","bone","99.9.",12
"90115","16",22700000,22800000,"train","X0","bone","99.9.",12
"90213","16",23400000,23500000,"train","X0","bone","99.9.",12
"90311","16",24100000,24200000,"train","X0","bone","99.9.",12
"90411","16",25100000,25200000,"train","X0","bone","99.9.",12
"90511","16",2.8e+07,28100000,"train","X0","bone","99.9.",12
"90611","16",28200000,28300000,"train","X0","bone","99.9.",12
