"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"53","1",109700000,109800000,"test","X0","blood","99.9.",1,"1",150400000,150500000,"test","X0","blood","99.9.",2,"1",99600000,99700000,"test","X0","blood","99.9.",3,"1",164300000,164400000,"test","X0","blood","99.9.",4,"1",87200000,87300000,"test","X0","blood","99.9.",5,"1",115900000,1.16e+08,"test","X0","blood","99.9.",6,"1",1.2e+08,120100000,"test","X0","blood","99.9.",7,"1",142600000,142700000,"test","X0","blood","99.9.",8,"1",1.2e+08,120100000,"test","X0","blood","99.9.",9,"1",109700000,109800000,"test","X0","blood","99.9.",10,"1",109700000,109800000,"test","X0","blood","99.9.",11,"1",87200000,87300000,"test","X0","blood","99.9.",12,"1",68500000,68600000,"test","X0","blood","99.9.",13,"1",147300000,147400000,"test","X0","blood","99.9.",14,"1",103100000,103200000,"test","X0","blood","99.9.",15,"1",147700000,147800000,"test","X0","blood","99.9.",16,"1",109700000,109800000,"test","X0","blood","99.9.",17,"1",143400000,143500000,"test","X0","blood","99.9.",18,"1",80700000,80800000,"test","X0","blood","99.9.",19,"1",81600000,81700000,"test","X0","blood","99.9.",20,"1",109700000,109800000,"test","X0","blood","99.9.",21,"1",80700000,80800000,"test","X0","blood","99.9.",22,"1",89700000,89800000,"test","X0","blood","99.9.",23,"1",109400000,109500000,"test","X0","blood","99.9.",24,"1",150200000,150300000,"test","X0","blood","99.9.",25,"1",99600000,99700000,"test","X0","blood","99.9.",26,"1",95400000,95500000,"test","X0","blood","99.9.",27,"1",87200000,87300000,"test","X0","blood","99.9.",28,"1",78400000,78500000,"test","X0","blood","99.9.",29,"1",150400000,150500000,"test","X0","blood","99.9.",30
"55","1",1.17e+08,117100000,"test","X0","blood","99.9.",1,"1",154300000,154400000,"test","X0","blood","99.9.",2,"1",109400000,109500000,"test","X0","blood","99.9.",3,"1",164800000,164900000,"test","X0","blood","99.9.",4,"1",89700000,89800000,"test","X0","blood","99.9.",5,"1",119700000,119800000,"test","X0","blood","99.9.",6,"1",142600000,142700000,"test","X0","blood","99.9.",7,"1",143400000,143500000,"test","X0","blood","99.9.",8,"1",120300000,120400000,"test","X0","blood","99.9.",9,"1",146500000,146600000,"test","X0","blood","99.9.",10,"1",1.17e+08,117100000,"test","X0","blood","99.9.",11,"1",95400000,95500000,"test","X0","blood","99.9.",12,"1",7e+07,70100000,"test","X0","blood","99.9.",13,"1",149900000,1.5e+08,"test","X0","blood","99.9.",14,"1",109700000,109800000,"test","X0","blood","99.9.",15,"1",164300000,164400000,"test","X0","blood","99.9.",16,"1",120300000,120400000,"test","X0","blood","99.9.",17,"1",150200000,150300000,"test","X0","blood","99.9.",18,"1",87200000,87300000,"test","X0","blood","99.9.",19,"1",84700000,84800000,"test","X0","blood","99.9.",20,"1",151900000,1.52e+08,"test","X0","blood","99.9.",21,"1",115900000,1.16e+08,"test","X0","blood","99.9.",22,"1",105400000,105500000,"test","X0","blood","99.9.",23,"1",115900000,1.16e+08,"test","X0","blood","99.9.",24,"1",156600000,156700000,"test","X0","blood","99.9.",25,"1",103100000,103200000,"test","X0","blood","99.9.",26,"1",105400000,105500000,"test","X0","blood","99.9.",27,"1",89700000,89800000,"test","X0","blood","99.9.",28,"1",109400000,109500000,"test","X0","blood","99.9.",29,"1",151900000,1.52e+08,"test","X0","blood","99.9.",30
"63","1",147700000,147800000,"test","X0","blood","99.9.",1,"1",159300000,159400000,"test","X0","blood","99.9.",2,"1",1.17e+08,117100000,"test","X0","blood","99.9.",3,"1",169700000,169800000,"test","X0","blood","99.9.",4,"1",95400000,95500000,"test","X0","blood","99.9.",5,"1",149900000,1.5e+08,"test","X0","blood","99.9.",6,"1",143400000,143500000,"test","X0","blood","99.9.",7,"1",150200000,150300000,"test","X0","blood","99.9.",8,"1",143400000,143500000,"test","X0","blood","99.9.",9,"1",149900000,1.5e+08,"test","X0","blood","99.9.",10,"1",143400000,143500000,"test","X0","blood","99.9.",11,"1",105400000,105500000,"test","X0","blood","99.9.",12,"1",75400000,75500000,"test","X0","blood","99.9.",13,"1",150200000,150300000,"test","X0","blood","99.9.",14,"1",115900000,1.16e+08,"test","X0","blood","99.9.",15,"1",1.7e+08,170100000,"test","X0","blood","99.9.",16,"1",142600000,142700000,"test","X0","blood","99.9.",17,"1",156600000,156700000,"test","X0","blood","99.9.",18,"1",95400000,95500000,"test","X0","blood","99.9.",19,"1",95400000,95500000,"test","X0","blood","99.9.",20,"1",159300000,159400000,"test","X0","blood","99.9.",21,"1",119700000,119800000,"test","X0","blood","99.9.",22,"1",115900000,1.16e+08,"test","X0","blood","99.9.",23,"1",1.17e+08,117100000,"test","X0","blood","99.9.",24,"1",162700000,162800000,"test","X0","blood","99.9.",25,"1",105400000,105500000,"test","X0","blood","99.9.",26,"1",109700000,109800000,"test","X0","blood","99.9.",27,"1",103100000,103200000,"test","X0","blood","99.9.",28,"1",115900000,1.16e+08,"test","X0","blood","99.9.",29,"1",156600000,156700000,"test","X0","blood","99.9.",30
"64","1",148500000,148600000,"test","X0","blood","99.9.",1,"1",162700000,162800000,"test","X0","blood","99.9.",2,"1",119700000,119800000,"test","X0","blood","99.9.",3,"1",1.7e+08,170100000,"test","X0","blood","99.9.",4,"1",103100000,103200000,"test","X0","blood","99.9.",5,"1",150200000,150300000,"test","X0","blood","99.9.",6,"1",147300000,147400000,"test","X0","blood","99.9.",7,"1",150400000,150500000,"test","X0","blood","99.9.",8,"1",147300000,147400000,"test","X0","blood","99.9.",9,"1",156600000,156700000,"test","X0","blood","99.9.",10,"1",146500000,146600000,"test","X0","blood","99.9.",11,"1",109400000,109500000,"test","X0","blood","99.9.",12,"1",79300000,79400000,"test","X0","blood","99.9.",13,"1",159300000,159400000,"test","X0","blood","99.9.",14,"1",158900000,1.59e+08,"test","X0","blood","99.9.",15,"1",177700000,177800000,"test","X0","blood","99.9.",16,"1",143400000,143500000,"test","X0","blood","99.9.",17,"1",158900000,1.59e+08,"test","X0","blood","99.9.",18,"1",1.17e+08,117100000,"test","X0","blood","99.9.",19,"1",99600000,99700000,"test","X0","blood","99.9.",20,"1",164300000,164400000,"test","X0","blood","99.9.",21,"1",1.2e+08,120100000,"test","X0","blood","99.9.",22,"1",1.17e+08,117100000,"test","X0","blood","99.9.",23,"1",143400000,143500000,"test","X0","blood","99.9.",24,"1",166700000,166800000,"test","X0","blood","99.9.",25,"1",115900000,1.16e+08,"test","X0","blood","99.9.",26,"1",115900000,1.16e+08,"test","X0","blood","99.9.",27,"1",119700000,119800000,"test","X0","blood","99.9.",28,"1",120300000,120400000,"test","X0","blood","99.9.",29,"1",167500000,167600000,"test","X0","blood","99.9.",30
"67","1",150400000,150500000,"test","X0","blood","99.9.",1,"1",164300000,164400000,"test","X0","blood","99.9.",2,"1",1.2e+08,120100000,"test","X0","blood","99.9.",3,"1",177100000,177200000,"test","X0","blood","99.9.",4,"1",109400000,109500000,"test","X0","blood","99.9.",5,"1",154300000,154400000,"test","X0","blood","99.9.",6,"1",150200000,150300000,"test","X0","blood","99.9.",7,"1",154300000,154400000,"test","X0","blood","99.9.",8,"1",147700000,147800000,"test","X0","blood","99.9.",9,"1",166700000,166800000,"test","X0","blood","99.9.",10,"1",148500000,148600000,"test","X0","blood","99.9.",11,"1",142600000,142700000,"test","X0","blood","99.9.",12,"1",84700000,84800000,"test","X0","blood","99.9.",13,"1",167500000,167600000,"test","X0","blood","99.9.",14,"1",159300000,159400000,"test","X0","blood","99.9.",15,"1",181500000,181600000,"test","X0","blood","99.9.",16,"1",149900000,1.5e+08,"test","X0","blood","99.9.",17,"1",162700000,162800000,"test","X0","blood","99.9.",18,"1",147300000,147400000,"test","X0","blood","99.9.",19,"1",109700000,109800000,"test","X0","blood","99.9.",20,"1",168400000,168500000,"test","X0","blood","99.9.",21,"1",149900000,1.5e+08,"test","X0","blood","99.9.",22,"1",1.2e+08,120100000,"test","X0","blood","99.9.",23,"1",147700000,147800000,"test","X0","blood","99.9.",24,"1",168100000,168200000,"test","X0","blood","99.9.",25,"1",146500000,146600000,"test","X0","blood","99.9.",26,"1",119700000,119800000,"test","X0","blood","99.9.",27,"1",143400000,143500000,"test","X0","blood","99.9.",28,"1",148500000,148600000,"test","X0","blood","99.9.",29,"1",168400000,168500000,"test","X0","blood","99.9.",30
"68","1",151900000,1.52e+08,"test","X0","blood","99.9.",1,"1",166700000,166800000,"test","X0","blood","99.9.",2,"1",120300000,120400000,"test","X0","blood","99.9.",3,"1",192300000,192400000,"test","X0","blood","99.9.",4,"1",109700000,109800000,"test","X0","blood","99.9.",5,"1",164800000,164900000,"test","X0","blood","99.9.",6,"1",162700000,162800000,"test","X0","blood","99.9.",7,"1",162700000,162800000,"test","X0","blood","99.9.",8,"1",150200000,150300000,"test","X0","blood","99.9.",9,"1",167500000,167600000,"test","X0","blood","99.9.",10,"1",156600000,156700000,"test","X0","blood","99.9.",11,"1",143400000,143500000,"test","X0","blood","99.9.",12,"1",1.17e+08,117100000,"test","X0","blood","99.9.",13,"1",168100000,168200000,"test","X0","blood","99.9.",14,"1",164300000,164400000,"test","X0","blood","99.9.",15,"1",192300000,192400000,"test","X0","blood","99.9.",16,"1",156600000,156700000,"test","X0","blood","99.9.",17,"1",167500000,167600000,"test","X0","blood","99.9.",18,"1",150200000,150300000,"test","X0","blood","99.9.",19,"1",119700000,119800000,"test","X0","blood","99.9.",20,"1",169400000,169500000,"test","X0","blood","99.9.",21,"1",151900000,1.52e+08,"test","X0","blood","99.9.",22,"1",142600000,142700000,"test","X0","blood","99.9.",23,"1",150400000,150500000,"test","X0","blood","99.9.",24,"1",169400000,169500000,"test","X0","blood","99.9.",25,"1",162700000,162800000,"test","X0","blood","99.9.",26,"1",143400000,143500000,"test","X0","blood","99.9.",27,"1",154300000,154400000,"test","X0","blood","99.9.",28,"1",150400000,150500000,"test","X0","blood","99.9.",29,"1",1.75e+08,175100000,"test","X0","blood","99.9.",30
"72","1",159300000,159400000,"test","X0","blood","99.9.",1,"1",168100000,168200000,"test","X0","blood","99.9.",2,"1",150200000,150300000,"test","X0","blood","99.9.",3,"1",196800000,196900000,"test","X0","blood","99.9.",4,"1",1.17e+08,117100000,"test","X0","blood","99.9.",5,"1",169700000,169800000,"test","X0","blood","99.9.",6,"1",166700000,166800000,"test","X0","blood","99.9.",7,"1",164300000,164400000,"test","X0","blood","99.9.",8,"1",164300000,164400000,"test","X0","blood","99.9.",9,"1",168100000,168200000,"test","X0","blood","99.9.",10,"1",158900000,1.59e+08,"test","X0","blood","99.9.",11,"1",147700000,147800000,"test","X0","blood","99.9.",12,"1",119700000,119800000,"test","X0","blood","99.9.",13,"1",168400000,168500000,"test","X0","blood","99.9.",14,"1",168400000,168500000,"test","X0","blood","99.9.",15,"1",196800000,196900000,"test","X0","blood","99.9.",16,"1",159300000,159400000,"test","X0","blood","99.9.",17,"1",177700000,177800000,"test","X0","blood","99.9.",18,"1",150400000,150500000,"test","X0","blood","99.9.",19,"1",142600000,142700000,"test","X0","blood","99.9.",20,"1",1.7e+08,170100000,"test","X0","blood","99.9.",21,"1",154300000,154400000,"test","X0","blood","99.9.",22,"1",143400000,143500000,"test","X0","blood","99.9.",23,"1",154300000,154400000,"test","X0","blood","99.9.",24,"1",1.75e+08,175100000,"test","X0","blood","99.9.",25,"1",164300000,164400000,"test","X0","blood","99.9.",26,"1",147300000,147400000,"test","X0","blood","99.9.",27,"1",158900000,1.59e+08,"test","X0","blood","99.9.",28,"1",156600000,156700000,"test","X0","blood","99.9.",29,"1",215300000,215400000,"test","X0","blood","99.9.",30
"74","1",164300000,164400000,"test","X0","blood","99.9.",1,"1",169700000,169800000,"test","X0","blood","99.9.",2,"1",150400000,150500000,"test","X0","blood","99.9.",3,"1",203200000,203300000,"test","X0","blood","99.9.",4,"1",142600000,142700000,"test","X0","blood","99.9.",5,"1",172200000,172300000,"test","X0","blood","99.9.",6,"1",1.7e+08,170100000,"test","X0","blood","99.9.",7,"1",164800000,164900000,"test","X0","blood","99.9.",8,"1",169700000,169800000,"test","X0","blood","99.9.",9,"1",169400000,169500000,"test","X0","blood","99.9.",10,"1",164800000,164900000,"test","X0","blood","99.9.",11,"1",150200000,150300000,"test","X0","blood","99.9.",12,"1",1.2e+08,120100000,"test","X0","blood","99.9.",13,"1",1.7e+08,170100000,"test","X0","blood","99.9.",14,"1",1.7e+08,170100000,"test","X0","blood","99.9.",15,"1",203700000,203800000,"test","X0","blood","99.9.",16,"1",177100000,177200000,"test","X0","blood","99.9.",17,"1",181500000,181600000,"test","X0","blood","99.9.",18,"1",154300000,154400000,"test","X0","blood","99.9.",19,"1",148500000,148600000,"test","X0","blood","99.9.",20,"1",1.75e+08,175100000,"test","X0","blood","99.9.",21,"1",164800000,164900000,"test","X0","blood","99.9.",22,"1",147300000,147400000,"test","X0","blood","99.9.",23,"1",166700000,166800000,"test","X0","blood","99.9.",24,"1",177700000,177800000,"test","X0","blood","99.9.",25,"1",164800000,164900000,"test","X0","blood","99.9.",26,"1",150400000,150500000,"test","X0","blood","99.9.",27,"1",164300000,164400000,"test","X0","blood","99.9.",28,"1",164800000,164900000,"test","X0","blood","99.9.",29,"1",225600000,225700000,"test","X0","blood","99.9.",30
"76","1",166700000,166800000,"test","X0","blood","99.9.",1,"1",177700000,177800000,"test","X0","blood","99.9.",2,"1",164300000,164400000,"test","X0","blood","99.9.",3,"1",203700000,203800000,"test","X0","blood","99.9.",4,"1",143400000,143500000,"test","X0","blood","99.9.",5,"1",180200000,180300000,"test","X0","blood","99.9.",6,"1",172200000,172300000,"test","X0","blood","99.9.",7,"1",167500000,167600000,"test","X0","blood","99.9.",8,"1",172200000,172300000,"test","X0","blood","99.9.",9,"1",172200000,172300000,"test","X0","blood","99.9.",10,"1",168400000,168500000,"test","X0","blood","99.9.",11,"1",151900000,1.52e+08,"test","X0","blood","99.9.",12,"1",120300000,120400000,"test","X0","blood","99.9.",13,"1",172200000,172300000,"test","X0","blood","99.9.",14,"1",177100000,177200000,"test","X0","blood","99.9.",15,"1",210100000,210200000,"test","X0","blood","99.9.",16,"1",177700000,177800000,"test","X0","blood","99.9.",17,"1",187900000,1.88e+08,"test","X0","blood","99.9.",18,"1",162700000,162800000,"test","X0","blood","99.9.",19,"1",151900000,1.52e+08,"test","X0","blood","99.9.",20,"1",181500000,181600000,"test","X0","blood","99.9.",21,"1",166700000,166800000,"test","X0","blood","99.9.",22,"1",148500000,148600000,"test","X0","blood","99.9.",23,"1",169400000,169500000,"test","X0","blood","99.9.",24,"1",180200000,180300000,"test","X0","blood","99.9.",25,"1",167500000,167600000,"test","X0","blood","99.9.",26,"1",166700000,166800000,"test","X0","blood","99.9.",27,"1",166700000,166800000,"test","X0","blood","99.9.",28,"1",167500000,167600000,"test","X0","blood","99.9.",29,"1",228200000,228300000,"test","X0","blood","99.9.",30
"78","1",168100000,168200000,"test","X0","blood","99.9.",1,"1",187900000,1.88e+08,"test","X0","blood","99.9.",2,"1",168100000,168200000,"test","X0","blood","99.9.",3,"1",204400000,204500000,"test","X0","blood","99.9.",4,"1",148500000,148600000,"test","X0","blood","99.9.",5,"1",182200000,182300000,"test","X0","blood","99.9.",6,"1",192300000,192400000,"test","X0","blood","99.9.",7,"1",169400000,169500000,"test","X0","blood","99.9.",8,"1",1.75e+08,175100000,"test","X0","blood","99.9.",9,"1",1.75e+08,175100000,"test","X0","blood","99.9.",10,"1",1.7e+08,170100000,"test","X0","blood","99.9.",11,"1",154300000,154400000,"test","X0","blood","99.9.",12,"1",147700000,147800000,"test","X0","blood","99.9.",13,"1",1.75e+08,175100000,"test","X0","blood","99.9.",14,"1",180200000,180300000,"test","X0","blood","99.9.",15,"1",220400000,220500000,"test","X0","blood","99.9.",16,"1",180200000,180300000,"test","X0","blood","99.9.",17,"1",210100000,210200000,"test","X0","blood","99.9.",18,"1",196800000,196900000,"test","X0","blood","99.9.",19,"1",156600000,156700000,"test","X0","blood","99.9.",20,"1",189200000,189300000,"test","X0","blood","99.9.",21,"1",168100000,168200000,"test","X0","blood","99.9.",22,"1",149900000,1.5e+08,"test","X0","blood","99.9.",23,"1",169700000,169800000,"test","X0","blood","99.9.",24,"1",187900000,1.88e+08,"test","X0","blood","99.9.",25,"1",1.7e+08,170100000,"test","X0","blood","99.9.",26,"1",1.7e+08,170100000,"test","X0","blood","99.9.",27,"1",167500000,167600000,"test","X0","blood","99.9.",28,"1",1.7e+08,170100000,"test","X0","blood","99.9.",29,"1",241900000,2.42e+08,"test","X0","blood","99.9.",30
"82","1",1.7e+08,170100000,"test","X0","blood","99.9.",1,"1",203200000,203300000,"test","X0","blood","99.9.",2,"1",172200000,172300000,"test","X0","blood","99.9.",3,"1",210100000,210200000,"test","X0","blood","99.9.",4,"1",149900000,1.5e+08,"test","X0","blood","99.9.",5,"1",189200000,189300000,"test","X0","blood","99.9.",6,"1",196800000,196900000,"test","X0","blood","99.9.",7,"1",1.7e+08,170100000,"test","X0","blood","99.9.",8,"1",181500000,181600000,"test","X0","blood","99.9.",9,"1",177100000,177200000,"test","X0","blood","99.9.",10,"1",172200000,172300000,"test","X0","blood","99.9.",11,"1",156600000,156700000,"test","X0","blood","99.9.",12,"1",150200000,150300000,"test","X0","blood","99.9.",13,"1",177700000,177800000,"test","X0","blood","99.9.",14,"1",182200000,182300000,"test","X0","blood","99.9.",15,"1",234200000,234300000,"test","X0","blood","99.9.",16,"1",181500000,181600000,"test","X0","blood","99.9.",17,"1",220100000,220200000,"test","X0","blood","99.9.",18,"1",203600000,203700000,"test","X0","blood","99.9.",19,"1",158900000,1.59e+08,"test","X0","blood","99.9.",20,"1",196800000,196900000,"test","X0","blood","99.9.",21,"1",169700000,169800000,"test","X0","blood","99.9.",22,"1",150200000,150300000,"test","X0","blood","99.9.",23,"1",177100000,177200000,"test","X0","blood","99.9.",24,"1",189200000,189300000,"test","X0","blood","99.9.",25,"1",177100000,177200000,"test","X0","blood","99.9.",26,"1",172200000,172300000,"test","X0","blood","99.9.",27,"1",168100000,168200000,"test","X0","blood","99.9.",28,"1",177100000,177200000,"test","X0","blood","99.9.",29,"2",3.3e+07,33100000,"test","X0","blood","99.9.",30
"83","1",172200000,172300000,"test","X0","blood","99.9.",1,"1",204800000,204900000,"test","X0","blood","99.9.",2,"1",181500000,181600000,"test","X0","blood","99.9.",3,"1",214900000,2.15e+08,"test","X0","blood","99.9.",4,"1",166700000,166800000,"test","X0","blood","99.9.",5,"1",207100000,207200000,"test","X0","blood","99.9.",6,"1",203700000,203800000,"test","X0","blood","99.9.",7,"1",181500000,181600000,"test","X0","blood","99.9.",8,"1",204400000,204500000,"test","X0","blood","99.9.",9,"1",177700000,177800000,"test","X0","blood","99.9.",10,"1",181500000,181600000,"test","X0","blood","99.9.",11,"1",162700000,162800000,"test","X0","blood","99.9.",12,"1",150400000,150500000,"test","X0","blood","99.9.",13,"1",181500000,181600000,"test","X0","blood","99.9.",14,"1",189200000,189300000,"test","X0","blood","99.9.",15,"1",234500000,234600000,"test","X0","blood","99.9.",16,"1",189200000,189300000,"test","X0","blood","99.9.",17,"1",220400000,220500000,"test","X0","blood","99.9.",18,"1",203700000,203800000,"test","X0","blood","99.9.",19,"1",162700000,162800000,"test","X0","blood","99.9.",20,"1",203700000,203800000,"test","X0","blood","99.9.",21,"1",1.7e+08,170100000,"test","X0","blood","99.9.",22,"1",154300000,154400000,"test","X0","blood","99.9.",23,"1",177700000,177800000,"test","X0","blood","99.9.",24,"1",192300000,192400000,"test","X0","blood","99.9.",25,"1",180200000,180300000,"test","X0","blood","99.9.",26,"1",177100000,177200000,"test","X0","blood","99.9.",27,"1",168400000,168500000,"test","X0","blood","99.9.",28,"1",182200000,182300000,"test","X0","blood","99.9.",29,"2",38100000,38200000,"test","X0","blood","99.9.",30
"90","1",187900000,1.88e+08,"test","X0","blood","99.9.",1,"1",210100000,210200000,"test","X0","blood","99.9.",2,"1",189200000,189300000,"test","X0","blood","99.9.",3,"1",227100000,227200000,"test","X0","blood","99.9.",4,"1",169400000,169500000,"test","X0","blood","99.9.",5,"1",220100000,220200000,"test","X0","blood","99.9.",6,"1",210100000,210200000,"test","X0","blood","99.9.",7,"1",189200000,189300000,"test","X0","blood","99.9.",8,"1",207100000,207200000,"test","X0","blood","99.9.",9,"1",180200000,180300000,"test","X0","blood","99.9.",10,"1",182200000,182300000,"test","X0","blood","99.9.",11,"1",166700000,166800000,"test","X0","blood","99.9.",12,"1",151900000,1.52e+08,"test","X0","blood","99.9.",13,"1",203200000,203300000,"test","X0","blood","99.9.",14,"1",196800000,196900000,"test","X0","blood","99.9.",15,"1",241900000,2.42e+08,"test","X0","blood","99.9.",16,"1",192300000,192400000,"test","X0","blood","99.9.",17,"1",227100000,227200000,"test","X0","blood","99.9.",18,"1",220400000,220500000,"test","X0","blood","99.9.",19,"1",164300000,164400000,"test","X0","blood","99.9.",20,"1",204400000,204500000,"test","X0","blood","99.9.",21,"1",172200000,172300000,"test","X0","blood","99.9.",22,"1",164300000,164400000,"test","X0","blood","99.9.",23,"1",189200000,189300000,"test","X0","blood","99.9.",24,"1",196800000,196900000,"test","X0","blood","99.9.",25,"1",196800000,196900000,"test","X0","blood","99.9.",26,"1",177700000,177800000,"test","X0","blood","99.9.",27,"1",169700000,169800000,"test","X0","blood","99.9.",28,"1",203600000,203700000,"test","X0","blood","99.9.",29,"2",40500000,40600000,"test","X0","blood","99.9.",30
"95","1",203600000,203700000,"test","X0","blood","99.9.",1,"1",214900000,2.15e+08,"test","X0","blood","99.9.",2,"1",204400000,204500000,"test","X0","blood","99.9.",3,"1",234200000,234300000,"test","X0","blood","99.9.",4,"1",1.7e+08,170100000,"test","X0","blood","99.9.",5,"1",223500000,223600000,"test","X0","blood","99.9.",6,"1",215300000,215400000,"test","X0","blood","99.9.",7,"1",192300000,192400000,"test","X0","blood","99.9.",8,"1",207500000,207600000,"test","X0","blood","99.9.",9,"1",196800000,196900000,"test","X0","blood","99.9.",10,"1",189200000,189300000,"test","X0","blood","99.9.",11,"1",168100000,168200000,"test","X0","blood","99.9.",12,"1",156600000,156700000,"test","X0","blood","99.9.",13,"1",228200000,228300000,"test","X0","blood","99.9.",14,"1",203600000,203700000,"test","X0","blood","99.9.",15,"1",2.45e+08,245100000,"test","X0","blood","99.9.",16,"1",196800000,196900000,"test","X0","blood","99.9.",17,"1",234500000,234600000,"test","X0","blood","99.9.",18,"1",225600000,225700000,"test","X0","blood","99.9.",19,"1",167500000,167600000,"test","X0","blood","99.9.",20,"1",204800000,204900000,"test","X0","blood","99.9.",21,"1",177100000,177200000,"test","X0","blood","99.9.",22,"1",168100000,168200000,"test","X0","blood","99.9.",23,"1",192300000,192400000,"test","X0","blood","99.9.",24,"1",204800000,204900000,"test","X0","blood","99.9.",25,"1",228200000,228300000,"test","X0","blood","99.9.",26,"1",181500000,181600000,"test","X0","blood","99.9.",27,"1",172200000,172300000,"test","X0","blood","99.9.",28,"1",207100000,207200000,"test","X0","blood","99.9.",29,"2",44600000,44700000,"test","X0","blood","99.9.",30
"96","1",203700000,203800000,"test","X0","blood","99.9.",1,"1",220400000,220500000,"test","X0","blood","99.9.",2,"1",225600000,225700000,"test","X0","blood","99.9.",3,"1",234500000,234600000,"test","X0","blood","99.9.",4,"1",1.75e+08,175100000,"test","X0","blood","99.9.",5,"1",227100000,227200000,"test","X0","blood","99.9.",6,"1",220400000,220500000,"test","X0","blood","99.9.",7,"1",196800000,196900000,"test","X0","blood","99.9.",8,"1",234200000,234300000,"test","X0","blood","99.9.",9,"1",204800000,204900000,"test","X0","blood","99.9.",10,"1",203600000,203700000,"test","X0","blood","99.9.",11,"1",172200000,172300000,"test","X0","blood","99.9.",12,"1",164300000,164400000,"test","X0","blood","99.9.",13,"1",2.45e+08,245100000,"test","X0","blood","99.9.",14,"1",204800000,204900000,"test","X0","blood","99.9.",15,"2",42800000,42900000,"test","X0","blood","99.9.",16,"1",203600000,203700000,"test","X0","blood","99.9.",17,"1",245100000,245200000,"test","X0","blood","99.9.",18,"1",234200000,234300000,"test","X0","blood","99.9.",19,"1",168100000,168200000,"test","X0","blood","99.9.",20,"1",210100000,210200000,"test","X0","blood","99.9.",21,"1",177700000,177800000,"test","X0","blood","99.9.",22,"1",177700000,177800000,"test","X0","blood","99.9.",23,"1",203200000,203300000,"test","X0","blood","99.9.",24,"1",207100000,207200000,"test","X0","blood","99.9.",25,"1",234500000,234600000,"test","X0","blood","99.9.",26,"1",189200000,189300000,"test","X0","blood","99.9.",27,"1",1.75e+08,175100000,"test","X0","blood","99.9.",28,"1",207500000,207600000,"test","X0","blood","99.9.",29,"2",53300000,53400000,"test","X0","blood","99.9.",30
