"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"194","5",99700000,99800000,"test","X1","brain","99.",1,"6",170700000,170800000,"test","X1","brain","99.",2,"5",96100000,96200000,"test","X1","brain","99.",3,"5",176400000,176500000,"test","X1","brain","99.",4,"7",90500000,90600000,"test","X1","brain","99.",5,"6",152700000,152800000,"test","X1","brain","99.",6,"5",1.8e+08,180100000,"test","X1","brain","99.",7,"5",180400000,180500000,"test","X1","brain","99.",8,"7",90500000,90600000,"test","X1","brain","99.",9,"5",1.04e+08,104100000,"test","X1","brain","99.",10,"5",155100000,155200000,"test","X1","brain","99.",11,"8",1800000,1900000,"test","X1","brain","99.",12,"5",14300000,14400000,"test","X1","brain","99.",13,"5",180300000,180400000,"test","X1","brain","99.",14,"5",1.03e+08,103100000,"test","X1","brain","99.",15,"5",176400000,176500000,"test","X1","brain","99.",16,"5",180300000,180400000,"test","X1","brain","99.",17,"5",85700000,85800000,"test","X1","brain","99.",18,"5",1.03e+08,103100000,"test","X1","brain","99.",19,"6",25500000,25600000,"test","X1","brain","99.",20,"6",64300000,64400000,"test","X1","brain","99.",21,"5",176400000,176500000,"test","X1","brain","99.",22,"5",1.03e+08,103100000,"test","X1","brain","99.",23,"6",157600000,157700000,"test","X1","brain","99.",24,"5",179400000,179500000,"test","X1","brain","99.",25,"5",50700000,50800000,"test","X1","brain","99.",26,"6",157600000,157700000,"test","X1","brain","99.",27,"5",98400000,98500000,"test","X1","brain","99.",28,"5",85700000,85800000,"test","X1","brain","99.",29,"6",25500000,25600000,"test","X1","brain","99.",30
"195","5",1.03e+08,103100000,"test","X1","brain","99.",1,"8",1800000,1900000,"test","X1","brain","99.",2,"5",180400000,180500000,"test","X1","brain","99.",3,"5",1.8e+08,180100000,"test","X1","brain","99.",4,"8",10700000,10800000,"test","X1","brain","99.",5,"7",140400000,140500000,"test","X1","brain","99.",6,"6",152700000,152800000,"test","X1","brain","99.",7,"6",30200000,30300000,"test","X1","brain","99.",8,"7",140400000,140500000,"test","X1","brain","99.",9,"5",176100000,176200000,"test","X1","brain","99.",10,"5",1.8e+08,180100000,"test","X1","brain","99.",11,"8",3800000,3900000,"test","X1","brain","99.",12,"5",54100000,54200000,"test","X1","brain","99.",13,"5",180400000,180500000,"test","X1","brain","99.",14,"5",176400000,176500000,"test","X1","brain","99.",15,"5",180400000,180500000,"test","X1","brain","99.",16,"6",152700000,152800000,"test","X1","brain","99.",17,"5",1.03e+08,103100000,"test","X1","brain","99.",18,"5",1.04e+08,104100000,"test","X1","brain","99.",19,"6",64300000,64400000,"test","X1","brain","99.",20,"6",105400000,105500000,"test","X1","brain","99.",21,"5",179400000,179500000,"test","X1","brain","99.",22,"5",1.04e+08,104100000,"test","X1","brain","99.",23,"6",161200000,161300000,"test","X1","brain","99.",24,"5",1.8e+08,180100000,"test","X1","brain","99.",25,"5",179400000,179500000,"test","X1","brain","99.",26,"6",170700000,170800000,"test","X1","brain","99.",27,"5",1.04e+08,104100000,"test","X1","brain","99.",28,"5",96100000,96200000,"test","X1","brain","99.",29,"6",29900000,3e+07,"test","X1","brain","99.",30
"198","5",155100000,155200000,"test","X1","brain","99.",1,"8",9600000,9700000,"test","X1","brain","99.",2,"6",64300000,64400000,"test","X1","brain","99.",3,"6",105400000,105500000,"test","X1","brain","99.",4,"8",11900000,1.2e+07,"test","X1","brain","99.",5,"8",1800000,1900000,"test","X1","brain","99.",6,"6",163900000,1.64e+08,"test","X1","brain","99.",7,"6",152700000,152800000,"test","X1","brain","99.",8,"8",3800000,3900000,"test","X1","brain","99.",9,"6",25500000,25600000,"test","X1","brain","99.",10,"5",180400000,180500000,"test","X1","brain","99.",11,"8",15700000,15800000,"test","X1","brain","99.",12,"5",1.03e+08,103100000,"test","X1","brain","99.",13,"6",64300000,64400000,"test","X1","brain","99.",14,"5",180300000,180400000,"test","X1","brain","99.",15,"6",105500000,105600000,"test","X1","brain","99.",16,"6",157600000,157700000,"test","X1","brain","99.",17,"5",103700000,103800000,"test","X1","brain","99.",18,"5",155100000,155200000,"test","X1","brain","99.",19,"6",105400000,105500000,"test","X1","brain","99.",20,"6",105500000,105600000,"test","X1","brain","99.",21,"5",1.8e+08,180100000,"test","X1","brain","99.",22,"5",176100000,176200000,"test","X1","brain","99.",23,"7",90500000,90600000,"test","X1","brain","99.",24,"6",29900000,3e+07,"test","X1","brain","99.",25,"6",25500000,25600000,"test","X1","brain","99.",26,"7",90500000,90600000,"test","X1","brain","99.",27,"5",179400000,179500000,"test","X1","brain","99.",28,"5",1.8e+08,180100000,"test","X1","brain","99.",29,"6",170700000,170800000,"test","X1","brain","99.",30
"199","5",176100000,176200000,"test","X1","brain","99.",1,"8",15700000,15800000,"test","X1","brain","99.",2,"6",119500000,119600000,"test","X1","brain","99.",3,"6",152900000,1.53e+08,"test","X1","brain","99.",4,"8",15700000,15800000,"test","X1","brain","99.",5,"8",3400000,3500000,"test","X1","brain","99.",6,"6",170700000,170800000,"test","X1","brain","99.",7,"6",163900000,1.64e+08,"test","X1","brain","99.",8,"8",10700000,10800000,"test","X1","brain","99.",9,"6",30200000,30300000,"test","X1","brain","99.",10,"6",105400000,105500000,"test","X1","brain","99.",11,"8",16500000,16600000,"test","X1","brain","99.",12,"5",1.04e+08,104100000,"test","X1","brain","99.",13,"6",119500000,119600000,"test","X1","brain","99.",14,"5",180400000,180500000,"test","X1","brain","99.",15,"6",119500000,119600000,"test","X1","brain","99.",16,"8",1800000,1900000,"test","X1","brain","99.",17,"5",155100000,155200000,"test","X1","brain","99.",18,"5",176400000,176500000,"test","X1","brain","99.",19,"6",105500000,105600000,"test","X1","brain","99.",20,"6",119500000,119600000,"test","X1","brain","99.",21,"6",29900000,3e+07,"test","X1","brain","99.",22,"5",176400000,176500000,"test","X1","brain","99.",23,"7",138500000,138600000,"test","X1","brain","99.",24,"6",64300000,64400000,"test","X1","brain","99.",25,"6",30200000,30300000,"test","X1","brain","99.",26,"7",138500000,138600000,"test","X1","brain","99.",27,"5",1.8e+08,180100000,"test","X1","brain","99.",28,"6",30200000,30300000,"test","X1","brain","99.",29,"7",90500000,90600000,"test","X1","brain","99.",30
"200","5",176400000,176500000,"test","X1","brain","99.",1,"8",2.8e+07,28100000,"test","X1","brain","99.",2,"6",157600000,157700000,"test","X1","brain","99.",3,"6",170700000,170800000,"test","X1","brain","99.",4,"8",16500000,16600000,"test","X1","brain","99.",5,"8",3800000,3900000,"test","X1","brain","99.",6,"8",3400000,3500000,"test","X1","brain","99.",7,"7",138500000,138600000,"test","X1","brain","99.",8,"8",1.7e+07,17100000,"test","X1","brain","99.",9,"6",64300000,64400000,"test","X1","brain","99.",10,"6",105500000,105600000,"test","X1","brain","99.",11,"8",1.7e+07,17100000,"test","X1","brain","99.",12,"5",180300000,180400000,"test","X1","brain","99.",13,"6",157600000,157700000,"test","X1","brain","99.",14,"6",105500000,105600000,"test","X1","brain","99.",15,"6",152700000,152800000,"test","X1","brain","99.",16,"8",9600000,9700000,"test","X1","brain","99.",17,"6",25500000,25600000,"test","X1","brain","99.",18,"5",179400000,179500000,"test","X1","brain","99.",19,"6",119500000,119600000,"test","X1","brain","99.",20,"6",152700000,152800000,"test","X1","brain","99.",21,"6",152900000,1.53e+08,"test","X1","brain","99.",22,"5",1.8e+08,180100000,"test","X1","brain","99.",23,"8",1100000,1200000,"test","X1","brain","99.",24,"6",105500000,105600000,"test","X1","brain","99.",25,"6",105400000,105500000,"test","X1","brain","99.",26,"8",3400000,3500000,"test","X1","brain","99.",27,"6",64300000,64400000,"test","X1","brain","99.",28,"6",161200000,161300000,"test","X1","brain","99.",29,"7",138500000,138600000,"test","X1","brain","99.",30
"201","5",179400000,179500000,"test","X1","brain","99.",1,"8",35200000,35300000,"test","X1","brain","99.",2,"8",11900000,1.2e+07,"test","X1","brain","99.",3,"8",11900000,1.2e+07,"test","X1","brain","99.",4,"8",42600000,42700000,"test","X1","brain","99.",5,"8",10500000,10600000,"test","X1","brain","99.",6,"8",16500000,16600000,"test","X1","brain","99.",7,"8",1100000,1200000,"test","X1","brain","99.",8,"8",29100000,29200000,"test","X1","brain","99.",9,"6",157600000,157700000,"test","X1","brain","99.",10,"6",119500000,119600000,"test","X1","brain","99.",11,"8",17100000,17200000,"test","X1","brain","99.",12,"6",30200000,30300000,"test","X1","brain","99.",13,"7",138500000,138600000,"test","X1","brain","99.",14,"6",157600000,157700000,"test","X1","brain","99.",15,"6",170700000,170800000,"test","X1","brain","99.",16,"8",15700000,15800000,"test","X1","brain","99.",17,"6",105500000,105600000,"test","X1","brain","99.",18,"5",1.8e+08,180100000,"test","X1","brain","99.",19,"6",152900000,1.53e+08,"test","X1","brain","99.",20,"6",152900000,1.53e+08,"test","X1","brain","99.",21,"6",157600000,157700000,"test","X1","brain","99.",22,"5",180400000,180500000,"test","X1","brain","99.",23,"8",1800000,1900000,"test","X1","brain","99.",24,"6",152700000,152800000,"test","X1","brain","99.",25,"6",152700000,152800000,"test","X1","brain","99.",26,"8",10500000,10600000,"test","X1","brain","99.",27,"6",105400000,105500000,"test","X1","brain","99.",28,"6",163900000,1.64e+08,"test","X1","brain","99.",29,"7",140400000,140500000,"test","X1","brain","99.",30
"206","6",29900000,3e+07,"test","X1","brain","99.",1,"8",38200000,38300000,"test","X1","brain","99.",2,"8",35100000,35200000,"test","X1","brain","99.",3,"8",15700000,15800000,"test","X1","brain","99.",4,"9",9e+06,9100000,"test","X1","brain","99.",5,"8",35100000,35200000,"test","X1","brain","99.",6,"8",2.8e+07,28100000,"test","X1","brain","99.",7,"8",1800000,1900000,"test","X1","brain","99.",8,"8",54300000,54400000,"test","X1","brain","99.",9,"6",163900000,1.64e+08,"test","X1","brain","99.",10,"6",163900000,1.64e+08,"test","X1","brain","99.",11,"8",2.8e+07,28100000,"test","X1","brain","99.",12,"6",64300000,64400000,"test","X1","brain","99.",13,"7",140400000,140500000,"test","X1","brain","99.",14,"8",1100000,1200000,"test","X1","brain","99.",15,"8",3400000,3500000,"test","X1","brain","99.",16,"8",16500000,16600000,"test","X1","brain","99.",17,"6",152700000,152800000,"test","X1","brain","99.",18,"5",180300000,180400000,"test","X1","brain","99.",19,"6",163900000,1.64e+08,"test","X1","brain","99.",20,"6",157600000,157700000,"test","X1","brain","99.",21,"7",90500000,90600000,"test","X1","brain","99.",22,"6",25500000,25600000,"test","X1","brain","99.",23,"8",16500000,16600000,"test","X1","brain","99.",24,"6",170700000,170800000,"test","X1","brain","99.",25,"6",157600000,157700000,"test","X1","brain","99.",26,"8",15700000,15800000,"test","X1","brain","99.",27,"6",105500000,105600000,"test","X1","brain","99.",28,"6",170700000,170800000,"test","X1","brain","99.",29,"8",1100000,1200000,"test","X1","brain","99.",30
"208","6",64300000,64400000,"test","X1","brain","99.",1,"8",6.8e+07,68100000,"test","X1","brain","99.",2,"8",48900000,4.9e+07,"test","X1","brain","99.",3,"8",1.7e+07,17100000,"test","X1","brain","99.",4,"9",84900000,8.5e+07,"test","X1","brain","99.",5,"8",66400000,66500000,"test","X1","brain","99.",6,"8",38200000,38300000,"test","X1","brain","99.",7,"8",9600000,9700000,"test","X1","brain","99.",8,"8",66500000,66600000,"test","X1","brain","99.",9,"7",90500000,90600000,"test","X1","brain","99.",10,"6",170700000,170800000,"test","X1","brain","99.",11,"8",29100000,29200000,"test","X1","brain","99.",12,"6",152700000,152800000,"test","X1","brain","99.",13,"8",1100000,1200000,"test","X1","brain","99.",14,"8",15700000,15800000,"test","X1","brain","99.",15,"8",9600000,9700000,"test","X1","brain","99.",16,"8",1.7e+07,17100000,"test","X1","brain","99.",17,"6",152900000,1.53e+08,"test","X1","brain","99.",18,"6",161200000,161300000,"test","X1","brain","99.",19,"7",140400000,140500000,"test","X1","brain","99.",20,"6",170700000,170800000,"test","X1","brain","99.",21,"8",10500000,10600000,"test","X1","brain","99.",22,"6",30200000,30300000,"test","X1","brain","99.",23,"8",54300000,54400000,"test","X1","brain","99.",24,"7",138500000,138600000,"test","X1","brain","99.",25,"7",90500000,90600000,"test","X1","brain","99.",26,"8",35100000,35200000,"test","X1","brain","99.",27,"6",170700000,170800000,"test","X1","brain","99.",28,"8",3800000,3900000,"test","X1","brain","99.",29,"8",1800000,1900000,"test","X1","brain","99.",30
"213","6",152900000,1.53e+08,"test","X1","brain","99.",1,"9",9e+06,9100000,"test","X1","brain","99.",2,"8",6.8e+07,68100000,"test","X1","brain","99.",3,"8",17100000,17200000,"test","X1","brain","99.",4,"9",87400000,87500000,"test","X1","brain","99.",5,"9",33700000,33800000,"test","X1","brain","99.",6,"8",48900000,4.9e+07,"test","X1","brain","99.",7,"8",35200000,35300000,"test","X1","brain","99.",8,"8",75700000,75800000,"test","X1","brain","99.",9,"8",11900000,1.2e+07,"test","X1","brain","99.",10,"8",1800000,1900000,"test","X1","brain","99.",11,"8",48900000,4.9e+07,"test","X1","brain","99.",12,"6",170700000,170800000,"test","X1","brain","99.",13,"8",3400000,3500000,"test","X1","brain","99.",14,"8",1.7e+07,17100000,"test","X1","brain","99.",15,"8",15700000,15800000,"test","X1","brain","99.",16,"8",17100000,17200000,"test","X1","brain","99.",17,"6",161200000,161300000,"test","X1","brain","99.",18,"7",140400000,140500000,"test","X1","brain","99.",19,"8",9600000,9700000,"test","X1","brain","99.",20,"7",140400000,140500000,"test","X1","brain","99.",21,"8",11900000,1.2e+07,"test","X1","brain","99.",22,"6",163900000,1.64e+08,"test","X1","brain","99.",23,"8",75700000,75800000,"test","X1","brain","99.",24,"8",15700000,15800000,"test","X1","brain","99.",25,"8",3800000,3900000,"test","X1","brain","99.",26,"8",42600000,42700000,"test","X1","brain","99.",27,"7",140400000,140500000,"test","X1","brain","99.",28,"8",10700000,10800000,"test","X1","brain","99.",29,"8",9600000,9700000,"test","X1","brain","99.",30
"214","6",157600000,157700000,"test","X1","brain","99.",1,"9",33700000,33800000,"test","X1","brain","99.",2,"9",14200000,14300000,"test","X1","brain","99.",3,"8",2.8e+07,28100000,"test","X1","brain","99.",4,"9",112200000,112300000,"test","X1","brain","99.",5,"9",87300000,87400000,"test","X1","brain","99.",6,"8",66500000,66600000,"test","X1","brain","99.",7,"8",48900000,4.9e+07,"test","X1","brain","99.",8,"8",1.43e+08,143100000,"test","X1","brain","99.",9,"8",16500000,16600000,"test","X1","brain","99.",10,"8",10700000,10800000,"test","X1","brain","99.",11,"8",66400000,66500000,"test","X1","brain","99.",12,"7",140400000,140500000,"test","X1","brain","99.",13,"8",9600000,9700000,"test","X1","brain","99.",14,"8",35100000,35200000,"test","X1","brain","99.",15,"8",17100000,17200000,"test","X1","brain","99.",16,"8",35100000,35200000,"test","X1","brain","99.",17,"7",90500000,90600000,"test","X1","brain","99.",18,"8",1100000,1200000,"test","X1","brain","99.",19,"8",10500000,10600000,"test","X1","brain","99.",20,"8",1800000,1900000,"test","X1","brain","99.",21,"8",15700000,15800000,"test","X1","brain","99.",22,"6",170700000,170800000,"test","X1","brain","99.",23,"9",85100000,85200000,"test","X1","brain","99.",24,"8",1.7e+07,17100000,"test","X1","brain","99.",25,"8",15700000,15800000,"test","X1","brain","99.",26,"8",54300000,54400000,"test","X1","brain","99.",27,"8",3800000,3900000,"test","X1","brain","99.",28,"8",11900000,1.2e+07,"test","X1","brain","99.",29,"8",2.8e+07,28100000,"test","X1","brain","99.",30
"280","8",10500000,10600000,"test","X1","brain","99.",1,"9",87300000,87400000,"test","X1","brain","99.",2,"9",87300000,87400000,"test","X1","brain","99.",3,"8",38200000,38300000,"test","X1","brain","99.",4,"9",140200000,140300000,"test","X1","brain","99.",5,"9",112200000,112300000,"test","X1","brain","99.",6,"9",14200000,14300000,"test","X1","brain","99.",7,"8",66400000,66500000,"test","X1","brain","99.",8,"9",85100000,85200000,"test","X1","brain","99.",9,"8",35100000,35200000,"test","X1","brain","99.",10,"8",1.7e+07,17100000,"test","X1","brain","99.",11,"8",6.8e+07,68100000,"test","X1","brain","99.",12,"8",1100000,1200000,"test","X1","brain","99.",13,"8",10700000,10800000,"test","X1","brain","99.",14,"8",42600000,42700000,"test","X1","brain","99.",15,"8",2.8e+07,28100000,"test","X1","brain","99.",16,"8",35200000,35300000,"test","X1","brain","99.",17,"8",1800000,1900000,"test","X1","brain","99.",18,"8",10500000,10600000,"test","X1","brain","99.",19,"8",10700000,10800000,"test","X1","brain","99.",20,"8",9600000,9700000,"test","X1","brain","99.",21,"8",16500000,16600000,"test","X1","brain","99.",22,"8",11900000,1.2e+07,"test","X1","brain","99.",23,"9",99300000,99400000,"test","X1","brain","99.",24,"8",29100000,29200000,"test","X1","brain","99.",25,"8",17100000,17200000,"test","X1","brain","99.",26,"8",6.8e+07,68100000,"test","X1","brain","99.",27,"8",1.7e+07,17100000,"test","X1","brain","99.",28,"8",15700000,15800000,"test","X1","brain","99.",29,"8",29100000,29200000,"test","X1","brain","99.",30
"281","8",10700000,10800000,"test","X1","brain","99.",1,"9",93600000,93700000,"test","X1","brain","99.",2,"9",93600000,93700000,"test","X1","brain","99.",3,"8",54300000,54400000,"test","X1","brain","99.",4,"10",2.9e+07,29100000,"test","X1","brain","99.",5,"10",50200000,50300000,"test","X1","brain","99.",6,"9",99600000,99700000,"test","X1","brain","99.",7,"8",1.43e+08,143100000,"test","X1","brain","99.",8,"9",87300000,87400000,"test","X1","brain","99.",9,"8",48900000,4.9e+07,"test","X1","brain","99.",10,"8",2.8e+07,28100000,"test","X1","brain","99.",11,"8",1.43e+08,143100000,"test","X1","brain","99.",12,"8",3800000,3900000,"test","X1","brain","99.",13,"8",17100000,17200000,"test","X1","brain","99.",14,"8",54300000,54400000,"test","X1","brain","99.",15,"8",29100000,29200000,"test","X1","brain","99.",16,"8",42600000,42700000,"test","X1","brain","99.",17,"8",10500000,10600000,"test","X1","brain","99.",18,"8",11900000,1.2e+07,"test","X1","brain","99.",19,"8",16500000,16600000,"test","X1","brain","99.",20,"8",1.7e+07,17100000,"test","X1","brain","99.",21,"8",1.7e+07,17100000,"test","X1","brain","99.",22,"8",15700000,15800000,"test","X1","brain","99.",23,"9",140200000,140300000,"test","X1","brain","99.",24,"8",66500000,66600000,"test","X1","brain","99.",25,"8",2.8e+07,28100000,"test","X1","brain","99.",26,"8",75700000,75800000,"test","X1","brain","99.",27,"8",38200000,38300000,"test","X1","brain","99.",28,"8",1.7e+07,17100000,"test","X1","brain","99.",29,"8",35100000,35200000,"test","X1","brain","99.",30
"282","8",11900000,1.2e+07,"test","X1","brain","99.",1,"9",99600000,99700000,"test","X1","brain","99.",2,"9",112200000,112300000,"test","X1","brain","99.",3,"8",75700000,75800000,"test","X1","brain","99.",4,"10",50200000,50300000,"test","X1","brain","99.",5,"10",62500000,62600000,"test","X1","brain","99.",6,"9",134200000,134300000,"test","X1","brain","99.",7,"9",85100000,85200000,"test","X1","brain","99.",8,"9",139900000,1.4e+08,"test","X1","brain","99.",9,"8",54300000,54400000,"test","X1","brain","99.",10,"8",35200000,35300000,"test","X1","brain","99.",11,"9",9e+06,9100000,"test","X1","brain","99.",12,"8",10700000,10800000,"test","X1","brain","99.",13,"8",29100000,29200000,"test","X1","brain","99.",14,"8",66400000,66500000,"test","X1","brain","99.",15,"8",42600000,42700000,"test","X1","brain","99.",16,"8",66400000,66500000,"test","X1","brain","99.",17,"8",11900000,1.2e+07,"test","X1","brain","99.",18,"8",2.8e+07,28100000,"test","X1","brain","99.",19,"8",35100000,35200000,"test","X1","brain","99.",20,"8",35200000,35300000,"test","X1","brain","99.",21,"8",17100000,17200000,"test","X1","brain","99.",22,"8",1.7e+07,17100000,"test","X1","brain","99.",23,"10",5800000,5900000,"test","X1","brain","99.",24,"9",9e+06,9100000,"test","X1","brain","99.",25,"8",29100000,29200000,"test","X1","brain","99.",26,"9",14200000,14300000,"test","X1","brain","99.",27,"8",42600000,42700000,"test","X1","brain","99.",28,"8",17100000,17200000,"test","X1","brain","99.",29,"8",38200000,38300000,"test","X1","brain","99.",30
"283","8",15700000,15800000,"test","X1","brain","99.",1,"9",134200000,134300000,"test","X1","brain","99.",2,"9",134200000,134300000,"test","X1","brain","99.",3,"9",85100000,85200000,"test","X1","brain","99.",4,"10",87200000,87300000,"test","X1","brain","99.",5,"10",133200000,133300000,"test","X1","brain","99.",6,"9",138900000,1.39e+08,"test","X1","brain","99.",7,"9",112300000,112400000,"test","X1","brain","99.",8,"10",50200000,50300000,"test","X1","brain","99.",9,"8",6.8e+07,68100000,"test","X1","brain","99.",10,"9",84900000,8.5e+07,"test","X1","brain","99.",11,"9",99300000,99400000,"test","X1","brain","99.",12,"8",11900000,1.2e+07,"test","X1","brain","99.",13,"8",35200000,35300000,"test","X1","brain","99.",14,"8",66500000,66600000,"test","X1","brain","99.",15,"8",48900000,4.9e+07,"test","X1","brain","99.",16,"8",6.8e+07,68100000,"test","X1","brain","99.",17,"8",16500000,16600000,"test","X1","brain","99.",18,"8",35100000,35200000,"test","X1","brain","99.",19,"8",38200000,38300000,"test","X1","brain","99.",20,"8",66400000,66500000,"test","X1","brain","99.",21,"8",6.8e+07,68100000,"test","X1","brain","99.",22,"8",17100000,17200000,"test","X1","brain","99.",23,"10",1.3e+07,13100000,"test","X1","brain","99.",24,"9",14200000,14300000,"test","X1","brain","99.",25,"8",42600000,42700000,"test","X1","brain","99.",26,"9",33700000,33800000,"test","X1","brain","99.",27,"8",54300000,54400000,"test","X1","brain","99.",28,"8",35200000,35300000,"test","X1","brain","99.",29,"8",54300000,54400000,"test","X1","brain","99.",30
"287","8",2.8e+07,28100000,"test","X1","brain","99.",1,"9",139900000,1.4e+08,"test","X1","brain","99.",2,"9",140200000,140300000,"test","X1","brain","99.",3,"9",99600000,99700000,"test","X1","brain","99.",4,"11",24500000,24600000,"test","X1","brain","99.",5,"11",23100000,23200000,"test","X1","brain","99.",6,"9",139900000,1.4e+08,"test","X1","brain","99.",7,"9",139900000,1.4e+08,"test","X1","brain","99.",8,"11",6.9e+07,69100000,"test","X1","brain","99.",9,"9",33700000,33800000,"test","X1","brain","99.",10,"9",87400000,87500000,"test","X1","brain","99.",11,"9",99600000,99700000,"test","X1","brain","99.",12,"8",29100000,29200000,"test","X1","brain","99.",13,"8",54300000,54400000,"test","X1","brain","99.",14,"8",6.8e+07,68100000,"test","X1","brain","99.",15,"8",54300000,54400000,"test","X1","brain","99.",16,"9",14200000,14300000,"test","X1","brain","99.",17,"8",2.8e+07,28100000,"test","X1","brain","99.",18,"8",38200000,38300000,"test","X1","brain","99.",19,"8",48900000,4.9e+07,"test","X1","brain","99.",20,"8",75700000,75800000,"test","X1","brain","99.",21,"9",9e+06,9100000,"test","X1","brain","99.",22,"8",54300000,54400000,"test","X1","brain","99.",23,"10",29100000,29200000,"test","X1","brain","99.",24,"9",85100000,85200000,"test","X1","brain","99.",25,"8",54300000,54400000,"test","X1","brain","99.",26,"9",84900000,8.5e+07,"test","X1","brain","99.",27,"8",66500000,66600000,"test","X1","brain","99.",28,"8",1.43e+08,143100000,"test","X1","brain","99.",29,"8",66400000,66500000,"test","X1","brain","99.",30
"295","8",66400000,66500000,"test","X1","brain","99.",1,"10",49900000,5e+07,"test","X1","brain","99.",2,"10",48400000,48500000,"test","X1","brain","99.",3,"9",112200000,112300000,"test","X1","brain","99.",4,"11",38200000,38300000,"test","X1","brain","99.",5,"11",24500000,24600000,"test","X1","brain","99.",6,"10",5800000,5900000,"test","X1","brain","99.",7,"9",140200000,140300000,"test","X1","brain","99.",8,"11",93900000,9.4e+07,"test","X1","brain","99.",9,"9",87400000,87500000,"test","X1","brain","99.",10,"9",112300000,112400000,"test","X1","brain","99.",11,"9",112300000,112400000,"test","X1","brain","99.",12,"8",35200000,35300000,"test","X1","brain","99.",13,"8",6.8e+07,68100000,"test","X1","brain","99.",14,"8",75700000,75800000,"test","X1","brain","99.",15,"9",33700000,33800000,"test","X1","brain","99.",16,"9",85100000,85200000,"test","X1","brain","99.",17,"8",38200000,38300000,"test","X1","brain","99.",18,"8",6.8e+07,68100000,"test","X1","brain","99.",19,"9",85100000,85200000,"test","X1","brain","99.",20,"8",1.43e+08,143100000,"test","X1","brain","99.",21,"9",33700000,33800000,"test","X1","brain","99.",22,"8",66400000,66500000,"test","X1","brain","99.",23,"10",48400000,48500000,"test","X1","brain","99.",24,"9",87400000,87500000,"test","X1","brain","99.",25,"9",99300000,99400000,"test","X1","brain","99.",26,"9",99300000,99400000,"test","X1","brain","99.",27,"8",75700000,75800000,"test","X1","brain","99.",28,"9",14200000,14300000,"test","X1","brain","99.",29,"8",6.8e+07,68100000,"test","X1","brain","99.",30
