"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat"
"52716","15",56600000,56700000,"train","X0","brain","99.9.",17
"52916","15",57100000,57200000,"train","X0","brain","99.9.",17
"53016","15",57500000,57600000,"train","X0","brain","99.9.",17
"53120","15",58200000,58300000,"train","X0","brain","99.9.",17
"53316","15",58500000,58600000,"train","X0","brain","99.9.",17
"53416","15",58600000,58700000,"train","X0","brain","99.9.",17
"53816","15",59300000,59400000,"train","X0","brain","99.9.",17
"53916","15",59400000,59500000,"train","X0","brain","99.9.",17
"54016","15",59700000,59800000,"train","X0","brain","99.9.",17
"54218","15",60100000,60200000,"train","X0","brain","99.9.",17
"54316","15",60200000,60300000,"train","X0","brain","99.9.",17
"54416","15",60300000,60400000,"train","X0","brain","99.9.",17
"54516","15",60400000,60500000,"train","X0","brain","99.9.",17
"54616","15",60500000,60600000,"train","X0","brain","99.9.",17
"54716","15",60800000,60900000,"train","X0","brain","99.9.",17
"54816","15",61300000,61400000,"train","X0","brain","99.9.",17
"54916","15",61400000,61500000,"train","X0","brain","99.9.",17
"55016","15",61600000,61700000,"train","X0","brain","99.9.",17
"55120","15",61700000,61800000,"train","X0","brain","99.9.",17
"55217","15",61800000,61900000,"train","X0","brain","99.9.",17
"55317","15",62400000,62500000,"train","X0","brain","99.9.",17
"55516","15",62800000,62900000,"train","X0","brain","99.9.",17
"55916","15",63300000,63400000,"train","X0","brain","99.9.",17
"56217","15",63700000,63800000,"train","X0","brain","99.9.",17
"56317","15",63900000,6.4e+07,"train","X0","brain","99.9.",17
"56416","15",6.4e+07,64100000,"train","X0","brain","99.9.",17
"56616","15",64700000,64800000,"train","X0","brain","99.9.",17
"56716","15",64800000,64900000,"train","X0","brain","99.9.",17
"56816","15",6.5e+07,65100000,"train","X0","brain","99.9.",17
"56916","15",65400000,65500000,"train","X0","brain","99.9.",17
"57016","15",65700000,65800000,"train","X0","brain","99.9.",17
"57120","15",6.6e+07,66100000,"train","X0","brain","99.9.",17
"57217","15",66200000,66300000,"train","X0","brain","99.9.",17
"57316","15",66300000,66400000,"train","X0","brain","99.9.",17
"57416","15",66400000,66500000,"train","X0","brain","99.9.",17
"57516","15",66600000,66700000,"train","X0","brain","99.9.",17
"57716","15",66800000,66900000,"train","X0","brain","99.9.",17
"57916","15",6.7e+07,67100000,"train","X0","brain","99.9.",17
"58120","15",67300000,67400000,"train","X0","brain","99.9.",17
"58218","15",68300000,68400000,"train","X0","brain","99.9.",17
"58316","15",68600000,68700000,"train","X0","brain","99.9.",17
"58416","15",68900000,6.9e+07,"train","X0","brain","99.9.",17
"58516","15",6.9e+07,69100000,"train","X0","brain","99.9.",17
"58716","15",69400000,69500000,"train","X0","brain","99.9.",17
"58816","15",69600000,69700000,"train","X0","brain","99.9.",17
"59016","15",7e+07,70100000,"train","X0","brain","99.9.",17
"59120","15",70100000,70200000,"train","X0","brain","99.9.",17
"59218","15",70200000,70300000,"train","X0","brain","99.9.",17
"59316","15",70300000,70400000,"train","X0","brain","99.9.",17
"59516","15",71100000,71200000,"train","X0","brain","99.9.",17
"59616","15",71300000,71400000,"train","X0","brain","99.9.",17
"59816","15",72700000,72800000,"train","X0","brain","99.9.",17
"59916","15",7.3e+07,73100000,"train","X0","brain","99.9.",17
"60016","15",73100000,73200000,"train","X0","brain","99.9.",17
"60120","15",73300000,73400000,"train","X0","brain","99.9.",17
"60416","15",75100000,75200000,"train","X0","brain","99.9.",17
"60916","15",76600000,76700000,"train","X0","brain","99.9.",17
"61020","15",76900000,7.7e+07,"train","X0","brain","99.9.",17
"61120","15",77200000,77300000,"train","X0","brain","99.9.",17
"61219","15",77800000,77900000,"train","X0","brain","99.9.",17
"61317","15",77900000,7.8e+07,"train","X0","brain","99.9.",17
"61417","15",7.8e+07,78100000,"train","X0","brain","99.9.",17
"61516","15",78400000,78500000,"train","X0","brain","99.9.",17
"61616","15",78500000,78600000,"train","X0","brain","99.9.",17
"61716","15",79200000,79300000,"train","X0","brain","99.9.",17
"61816","15",79300000,79400000,"train","X0","brain","99.9.",17
"62218","15",79900000,8e+07,"train","X0","brain","99.9.",17
"62316","15",80100000,80200000,"train","X0","brain","99.9.",17
"62416","15",80600000,80700000,"train","X0","brain","99.9.",17
"62616","15",82300000,82400000,"train","X0","brain","99.9.",17
"62716","15",83800000,83900000,"train","X0","brain","99.9.",17
"62816","15",8.4e+07,84100000,"train","X0","brain","99.9.",17
"62916","15",84300000,84400000,"train","X0","brain","99.9.",17
"63016","15",84500000,84600000,"train","X0","brain","99.9.",17
"63316","15",85300000,85400000,"train","X0","brain","99.9.",17
"63416","15",85400000,85500000,"train","X0","brain","99.9.",17
"63516","15",85500000,85600000,"train","X0","brain","99.9.",17
"63616","15",85600000,85700000,"train","X0","brain","99.9.",17
"63716","15",85700000,85800000,"train","X0","brain","99.9.",17
"63816","15",8.6e+07,86100000,"train","X0","brain","99.9.",17
"63916","15",86300000,86400000,"train","X0","brain","99.9.",17
"64016","15",86800000,86900000,"train","X0","brain","99.9.",17
"64316","15",87600000,87700000,"train","X0","brain","99.9.",17
"64416","15",87800000,87900000,"train","X0","brain","99.9.",17
"64616","15",88700000,88800000,"train","X0","brain","99.9.",17
"64716","15",89100000,89200000,"train","X0","brain","99.9.",17
"64816","15",89300000,89400000,"train","X0","brain","99.9.",17
"65120","15",90700000,90800000,"train","X0","brain","99.9.",17
"65218","15",90900000,9.1e+07,"train","X0","brain","99.9.",17
"65416","15",91600000,91700000,"train","X0","brain","99.9.",17
"65616","15",9.2e+07,92100000,"train","X0","brain","99.9.",17
"65716","15",92100000,92200000,"train","X0","brain","99.9.",17
"65816","15",92200000,92300000,"train","X0","brain","99.9.",17
"65916","15",92500000,92600000,"train","X0","brain","99.9.",17
"66016","15",92700000,92800000,"train","X0","brain","99.9.",17
"66316","15",93500000,93600000,"train","X0","brain","99.9.",17
"66416","15",93600000,93700000,"train","X0","brain","99.9.",17
"66516","15",93800000,93900000,"train","X0","brain","99.9.",17
"66616","15",94300000,94400000,"train","X0","brain","99.9.",17
"66716","15",94400000,94500000,"train","X0","brain","99.9.",17
"66816","15",94500000,94600000,"train","X0","brain","99.9.",17
"66916","15",94600000,94700000,"train","X0","brain","99.9.",17
"67218","15",95500000,95600000,"train","X0","brain","99.9.",17
"67316","15",95900000,9.6e+07,"train","X0","brain","99.9.",17
"67416","15",9.6e+07,96100000,"train","X0","brain","99.9.",17
"67516","15",96100000,96200000,"train","X0","brain","99.9.",17
"67816","15",96600000,96700000,"train","X0","brain","99.9.",17
"67916","15",96900000,9.7e+07,"train","X0","brain","99.9.",17
"68218","15",98800000,98900000,"train","X0","brain","99.9.",17
"68316","15",9.9e+07,99100000,"train","X0","brain","99.9.",17
"68416","15",100100000,100200000,"train","X0","brain","99.9.",17
"68516","15",100200000,100300000,"train","X0","brain","99.9.",17
"68716","15",101100000,101200000,"train","X0","brain","99.9.",17
"68816","15",101600000,101700000,"train","X0","brain","99.9.",17
"68916","15",101800000,101900000,"train","X0","brain","99.9.",17
"69016","15",101900000,1.02e+08,"train","X0","brain","99.9.",17
"69120","15",102100000,102200000,"train","X0","brain","99.9.",17
"69316","16",2.3e+07,23100000,"train","X0","brain","99.9.",17
"69416","16",2.4e+07,24100000,"train","X0","brain","99.9.",17
"69516","16",31400000,31500000,"train","X0","brain","99.9.",17
"70016","16",88300000,88400000,"train","X0","brain","99.9.",17
"70218","17",15800000,15900000,"train","X0","brain","99.9.",17
"70616","17",26700000,26800000,"train","X0","brain","99.9.",17
"70816","17",31900000,3.2e+07,"train","X0","brain","99.9.",17
"70916","17",32700000,32800000,"train","X0","brain","99.9.",17
"71020","17",32800000,32900000,"train","X0","brain","99.9.",17
"71120","17",35700000,35800000,"train","X0","brain","99.9.",17
"71317","17",40800000,40900000,"train","X0","brain","99.9.",17
"71516","17",43400000,43500000,"train","X0","brain","99.9.",17
"71616","17",45200000,45300000,"train","X0","brain","99.9.",17
"71716","17",45700000,45800000,"train","X0","brain","99.9.",17
"71816","17",48800000,48900000,"train","X0","brain","99.9.",17
"71916","17",48900000,4.9e+07,"train","X0","brain","99.9.",17
"72218","17",5.5e+07,55100000,"train","X0","brain","99.9.",17
"72316","17",55100000,55200000,"train","X0","brain","99.9.",17
"72516","17",57500000,57600000,"train","X0","brain","99.9.",17
"72616","17",58300000,58400000,"train","X0","brain","99.9.",17
"72716","17",6.2e+07,62100000,"train","X0","brain","99.9.",17
"72916","17",70400000,70500000,"train","X0","brain","99.9.",17
"73016","17",75300000,75400000,"train","X0","brain","99.9.",17
"73120","18",6900000,7e+06,"train","X0","brain","99.9.",17
"73218","18",39600000,39700000,"train","X0","brain","99.9.",17
"73316","18",40500000,40600000,"train","X0","brain","99.9.",17
"73516","18",40800000,40900000,"train","X0","brain","99.9.",17
"73816","18",42800000,42900000,"train","X0","brain","99.9.",17
"73916","18",43400000,43500000,"train","X0","brain","99.9.",17
"74218","18",4.5e+07,45100000,"train","X0","brain","99.9.",17
"74416","18",70200000,70300000,"train","X0","brain","99.9.",17
"74616","18",76300000,76400000,"train","X0","brain","99.9.",17
"74916","19",2200000,2300000,"train","X0","brain","99.9.",17
"75016","19",10600000,10700000,"train","X0","brain","99.9.",17
"75120","19",10700000,10800000,"train","X0","brain","99.9.",17
"75218","19",13600000,13700000,"train","X0","brain","99.9.",17
"75316","19",15400000,15500000,"train","X0","brain","99.9.",17
"75416","19",16400000,16500000,"train","X0","brain","99.9.",17
"75516","19",16700000,16800000,"train","X0","brain","99.9.",17
"75616","19",16900000,1.7e+07,"train","X0","brain","99.9.",17
"75716","19",28300000,28400000,"train","X0","brain","99.9.",17
"75816","19",53300000,53400000,"train","X0","brain","99.9.",17
"76316","20",26100000,26200000,"train","X0","brain","99.9.",17
"76516","20",3.1e+07,31100000,"train","X0","brain","99.9.",17
"76716","20",35100000,35200000,"train","X0","brain","99.9.",17
"76816","20",37100000,37200000,"train","X0","brain","99.9.",17
"77316","21",41400000,41500000,"train","X0","brain","99.9.",17
"77616","21",4.4e+07,44100000,"train","X0","brain","99.9.",17
"78016","22",23200000,23300000,"train","X0","brain","99.9.",17
"78120","22",2.5e+07,25100000,"train","X0","brain","99.9.",17
"78317","22",50200000,50300000,"train","X0","brain","99.9.",17
"78416","X",2800000,2900000,"train","X0","brain","99.9.",17
"78516","X",24100000,24200000,"train","X0","brain","99.9.",17
"78716","X",34600000,34700000,"train","X0","brain","99.9.",17
"78916","X",49200000,49300000,"train","X0","brain","99.9.",17
"79016","X",49300000,49400000,"train","X0","brain","99.9.",17
"79316","X",72200000,72300000,"train","X0","brain","99.9.",17
"79416","X",73700000,73800000,"train","X0","brain","99.9.",17
"79516","X",73800000,73900000,"train","X0","brain","99.9.",17
"79616","X",78600000,78700000,"train","X0","brain","99.9.",17
"79716","X",8.7e+07,87100000,"train","X0","brain","99.9.",17
"79816","X",91100000,91200000,"train","X0","brain","99.9.",17
"79916","X",91200000,91300000,"train","X0","brain","99.9.",17
"80016","X",9.2e+07,92100000,"train","X0","brain","99.9.",17
"80120","X",92100000,92200000,"train","X0","brain","99.9.",17
"80316","X",106500000,106600000,"train","X0","brain","99.9.",17
"80416","X",117600000,117700000,"train","X0","brain","99.9.",17
"80616","X",119900000,1.2e+08,"train","X0","brain","99.9.",17
"80816","X",120400000,120500000,"train","X0","brain","99.9.",17
"81016","X",121800000,121900000,"train","X0","brain","99.9.",17
"81120","X",121900000,1.22e+08,"train","X0","brain","99.9.",17
"81218","X",127500000,127600000,"train","X0","brain","99.9.",17
"81316","X",130800000,130900000,"train","X0","brain","99.9.",17
"81416","X",1.31e+08,131100000,"train","X0","brain","99.9.",17
"81516","X",133300000,133400000,"train","X0","brain","99.9.",17
"81616","X",136900000,1.37e+08,"train","X0","brain","99.9.",17
"81716","X",144500000,144600000,"train","X0","brain","99.9.",17
"81816","X",1.49e+08,149100000,"train","X0","brain","99.9.",17
"21120","6",119500000,119600000,"train","X1","brain","99.9.",17
"21417","6",157600000,157700000,"train","X1","brain","99.9.",17
"31516","9",140200000,140300000,"train","X1","brain","99.9.",17
"33516","11",55400000,55500000,"train","X1","brain","99.9.",17
"38516","13",113400000,113500000,"train","X1","brain","99.9.",17
"69916","16",69800000,69900000,"train","X1","brain","99.9.",17
"74516","18",75700000,75800000,"train","X1","brain","99.9.",17
"76120","19",54800000,54900000,"train","X1","brain","99.9.",17
"76416","20",29600000,29700000,"train","X1","brain","99.9.",17
"77016","20",59900000,6e+07,"train","X1","brain","99.9.",17
"77120","20",60500000,60600000,"train","X1","brain","99.9.",17
"77218","21",41300000,41400000,"train","X1","brain","99.9.",17
"77416","21",42900000,4.3e+07,"train","X1","brain","99.9.",17
"77516","21",4.3e+07,43100000,"train","X1","brain","99.9.",17
"77816","22",21300000,21400000,"train","X1","brain","99.9.",17
"2400","1",2.6e+07,26100000,"test","X0","brain","99.9.",17
"4500","1",63500000,63600000,"test","X0","brain","99.9.",17
"6400","1",78900000,7.9e+07,"test","X0","brain","99.9.",17
"10100","1",83300000,83400000,"test","X0","brain","99.9.",17
"17100","1",235200000,235300000,"test","X0","brain","99.9.",17
"18100","2",1900000,2e+06,"test","X0","brain","99.9.",17
"19100","2",2e+06,2100000,"test","X0","brain","99.9.",17
"20100","2",13500000,13600000,"test","X0","brain","99.9.",17
"24100","2",16100000,16200000,"test","X0","brain","99.9.",17
"34100","2",56300000,56400000,"test","X0","brain","99.9.",17
"36100","2",88600000,88700000,"test","X0","brain","99.9.",17
"38100","2",110100000,110200000,"test","X0","brain","99.9.",17
"44100","2",119900000,1.2e+08,"test","X0","brain","99.9.",17
"46100","2",120500000,120600000,"test","X0","brain","99.9.",17
"49100","2",1.21e+08,121100000,"test","X0","brain","99.9.",17
"51104","2",121400000,121500000,"test","X0","brain","99.9.",17
"58100","2",152400000,152500000,"test","X0","brain","99.9.",17
"59100","2",152700000,152800000,"test","X0","brain","99.9.",17
"60100","2",159700000,159800000,"test","X0","brain","99.9.",17
"62101","2",170300000,170400000,"test","X0","brain","99.9.",17
"66100","2",187200000,187300000,"test","X0","brain","99.9.",17
"70100","2",233300000,233400000,"test","X0","brain","99.9.",17
"72101","3",3500000,3600000,"test","X0","brain","99.9.",17
"8220","3",80800000,80900000,"test","X0","brain","99.9.",17
"8716","3",129500000,129600000,"test","X0","brain","99.9.",17
"10316","4",1700000,1800000,"test","X0","brain","99.9.",17
"10716","4",7300000,7400000,"test","X0","brain","99.9.",17
"11317","4",21800000,21900000,"test","X0","brain","99.9.",17
"11616","4",2.3e+07,23100000,"test","X0","brain","99.9.",17
"12516","4",37500000,37600000,"test","X0","brain","99.9.",17
"12716","4",41400000,41500000,"test","X0","brain","99.9.",17
"13416","4",56800000,56900000,"test","X0","brain","99.9.",17
"13516","4",5.7e+07,57100000,"test","X0","brain","99.9.",17
"13716","4",59600000,59700000,"test","X0","brain","99.9.",17
"13916","4",101900000,1.02e+08,"test","X0","brain","99.9.",17
"14416","4",116900000,1.17e+08,"test","X0","brain","99.9.",17
"14516","4",1.24e+08,124100000,"test","X0","brain","99.9.",17
"14916","4",125400000,125500000,"test","X0","brain","99.9.",17
"15416","4",129100000,129200000,"test","X0","brain","99.9.",17
"15516","4",134400000,134500000,"test","X0","brain","99.9.",17
"15716","4",139900000,1.4e+08,"test","X0","brain","99.9.",17
"15916","4",159500000,159600000,"test","X0","brain","99.9.",17
"16016","4",159800000,159900000,"test","X0","brain","99.9.",17
"16416","4",164400000,164500000,"test","X0","brain","99.9.",17
"16516","4",164500000,164600000,"test","X0","brain","99.9.",17
"16616","4",164800000,164900000,"test","X0","brain","99.9.",17
"17316","4",171700000,171800000,"test","X0","brain","99.9.",17
"17416","4",171800000,171900000,"test","X0","brain","99.9.",17
"17616","4",176100000,176200000,"test","X0","brain","99.9.",17
"17716","4",188400000,188500000,"test","X0","brain","99.9.",17
"17816","4",189200000,189300000,"test","X0","brain","99.9.",17
"17916","4",189500000,189600000,"test","X0","brain","99.9.",17
"19016","5",81500000,81600000,"test","X0","brain","99.9.",17
"19120","5",85700000,85800000,"test","X0","brain","99.9.",17
"19218","5",96100000,96200000,"test","X0","brain","99.9.",17
"19616","5",103700000,103800000,"test","X0","brain","99.9.",17
"19916","5",176100000,176200000,"test","X0","brain","99.9.",17
"20016","5",176400000,176500000,"test","X0","brain","99.9.",17
"20317","5",180300000,180400000,"test","X0","brain","99.9.",17
"20716","6",30200000,30300000,"test","X0","brain","99.9.",17
"20816","6",64300000,64400000,"test","X0","brain","99.9.",17
"20916","6",105400000,105500000,"test","X0","brain","99.9.",17
"21318","6",152900000,1.53e+08,"test","X0","brain","99.9.",17
"21816","7",1100000,1200000,"test","X0","brain","99.9.",17
"21916","7",2100000,2200000,"test","X0","brain","99.9.",17
"22016","7",6500000,6600000,"test","X0","brain","99.9.",17
"22616","7",20800000,20900000,"test","X0","brain","99.9.",17
"22716","7",26100000,26200000,"test","X0","brain","99.9.",17
"23016","7",56500000,56600000,"test","X0","brain","99.9.",17
"23916","7",90900000,9.1e+07,"test","X0","brain","99.9.",17
"24120","7",91300000,91400000,"test","X0","brain","99.9.",17
"24218","7",91400000,91500000,"test","X0","brain","99.9.",17
"24616","7",91800000,91900000,"test","X0","brain","99.9.",17
"25217","7",92500000,92600000,"test","X0","brain","99.9.",17
"25616","7",105800000,105900000,"test","X0","brain","99.9.",17
"27616","8",1800000,1900000,"test","X0","brain","99.9.",17
"28016","8",10500000,10600000,"test","X0","brain","99.9.",17
"28416","8",16500000,16600000,"test","X0","brain","99.9.",17
"28516","8",1.7e+07,17100000,"test","X0","brain","99.9.",17
"29016","8",35200000,35300000,"test","X0","brain","99.9.",17
"30016","9",9e+06,9100000,"test","X0","brain","99.9.",17
"30120","9",14200000,14300000,"test","X0","brain","99.9.",17
"30316","9",84900000,8.5e+07,"test","X0","brain","99.9.",17
"30716","9",93600000,93700000,"test","X0","brain","99.9.",17
"30816","9",99300000,99400000,"test","X0","brain","99.9.",17
"30916","9",99600000,99700000,"test","X0","brain","99.9.",17
"31317","9",138900000,1.39e+08,"test","X0","brain","99.9.",17
"31816","10",2.9e+07,29100000,"test","X0","brain","99.9.",17
"32218","10",50200000,50300000,"test","X0","brain","99.9.",17
"32316","10",62500000,62600000,"test","X0","brain","99.9.",17
"32516","10",133200000,133300000,"test","X0","brain","99.9.",17
"33016","11",38600000,38700000,"test","X0","brain","99.9.",17
"33218","11",41300000,41400000,"test","X0","brain","99.9.",17
"33616","11",6.9e+07,69100000,"test","X0","brain","99.9.",17
"34416","12",3500000,3600000,"test","X0","brain","99.9.",17
"34716","12",6e+06,6100000,"test","X0","brain","99.9.",17
"34816","12",6700000,6800000,"test","X0","brain","99.9.",17
"34916","12",7500000,7600000,"test","X0","brain","99.9.",17
"35218","12",11200000,11300000,"test","X0","brain","99.9.",17
"36316","12",22400000,22500000,"test","X0","brain","99.9.",17
"36716","12",23500000,23600000,"test","X0","brain","99.9.",17
"37016","12",31800000,31900000,"test","X0","brain","99.9.",17
"37218","12",32300000,32400000,"test","X0","brain","99.9.",17
"37416","12",33500000,33600000,"test","X0","brain","99.9.",17
"38120","13",50500000,50600000,"test","X0","brain","99.9.",17
"38218","13",79300000,79400000,"test","X0","brain","99.9.",17
"38316","13",108500000,108600000,"test","X0","brain","99.9.",17
"38716","13",114300000,114400000,"test","X0","brain","99.9.",17
"38816","13",114400000,114500000,"test","X0","brain","99.9.",17
"39016","14",19200000,19300000,"test","X0","brain","99.9.",17
"39516","14",26800000,26900000,"test","X0","brain","99.9.",17
"39616","14",30600000,30700000,"test","X0","brain","99.9.",17
"40016","14",80300000,80400000,"test","X0","brain","99.9.",17
"40218","14",106300000,106400000,"test","X0","brain","99.9.",17
"40416","14",1.07e+08,107100000,"test","X0","brain","99.9.",17
"40716","15",23200000,23300000,"test","X0","brain","99.9.",17
"40916","15",25300000,25400000,"test","X0","brain","99.9.",17
"41120","15",25900000,2.6e+07,"test","X0","brain","99.9.",17
"41516","15",26900000,2.7e+07,"test","X0","brain","99.9.",17
"41816","15",27500000,27600000,"test","X0","brain","99.9.",17
"42120","15",27900000,2.8e+07,"test","X0","brain","99.9.",17
"42218","15",2.8e+07,28100000,"test","X0","brain","99.9.",17
"42516","15",29300000,29400000,"test","X0","brain","99.9.",17
"42716","15",29900000,3e+07,"test","X0","brain","99.9.",17
"43120","15",32100000,32200000,"test","X0","brain","99.9.",17
"43516","15",3.4e+07,34100000,"test","X0","brain","99.9.",17
"43716","15",34400000,34500000,"test","X0","brain","99.9.",17
"43816","15",34500000,34600000,"test","X0","brain","99.9.",17
"43916","15",34600000,34700000,"test","X0","brain","99.9.",17
"44316","15",35800000,35900000,"test","X0","brain","99.9.",17
"45316","15",37400000,37500000,"test","X0","brain","99.9.",17
"46120","15",39100000,39200000,"test","X0","brain","99.9.",17
"46816","15",40900000,4.1e+07,"test","X0","brain","99.9.",17
"47616","15",43200000,43300000,"test","X0","brain","99.9.",17
"47716","15",43300000,43400000,"test","X0","brain","99.9.",17
"48120","15",44700000,44800000,"test","X0","brain","99.9.",17
"48516","15",45500000,45600000,"test","X0","brain","99.9.",17
"48916","15",46200000,46300000,"test","X0","brain","99.9.",17
"49016","15",46900000,4.7e+07,"test","X0","brain","99.9.",17
"49120","15",47200000,47300000,"test","X0","brain","99.9.",17
"49218","15",47500000,47600000,"test","X0","brain","99.9.",17
"49616","15",48200000,48300000,"test","X0","brain","99.9.",17
"49716","15",48500000,48600000,"test","X0","brain","99.9.",17
"49816","15",49100000,49200000,"test","X0","brain","99.9.",17
"50120","15",50100000,50200000,"test","X0","brain","99.9.",17
"50218","15",50300000,50400000,"test","X0","brain","99.9.",17
"50316","15",50700000,50800000,"test","X0","brain","99.9.",17
"50616","15",5.1e+07,51100000,"test","X0","brain","99.9.",17
"50916","15",51400000,51500000,"test","X0","brain","99.9.",17
"51317","15",52800000,52900000,"test","X0","brain","99.9.",17
"51516","15",53600000,53700000,"test","X0","brain","99.9.",17
"51816","15",54400000,54500000,"test","X0","brain","99.9.",17
"52016","15",55100000,55200000,"test","X0","brain","99.9.",17
"52316","15",55800000,55900000,"test","X0","brain","99.9.",17
"52816","15",56700000,56800000,"test","X0","brain","99.9.",17
"53218","15",58300000,58400000,"test","X0","brain","99.9.",17
"53516","15",58700000,58800000,"test","X0","brain","99.9.",17
"53616","15",58800000,58900000,"test","X0","brain","99.9.",17
"53716","15",59100000,59200000,"test","X0","brain","99.9.",17
"54120","15",59800000,59900000,"test","X0","brain","99.9.",17
"55416","15",62700000,62800000,"test","X0","brain","99.9.",17
"55616","15",6.3e+07,63100000,"test","X0","brain","99.9.",17
"55716","15",63100000,63200000,"test","X0","brain","99.9.",17
"55816","15",63200000,63300000,"test","X0","brain","99.9.",17
"56016","15",63400000,63500000,"test","X0","brain","99.9.",17
"56120","15",63500000,63600000,"test","X0","brain","99.9.",17
"56516","15",64400000,64500000,"test","X0","brain","99.9.",17
"57616","15",66700000,66800000,"test","X0","brain","99.9.",17
"57816","15",66900000,6.7e+07,"test","X0","brain","99.9.",17
"58016","15",67200000,67300000,"test","X0","brain","99.9.",17
"58616","15",69100000,69200000,"test","X0","brain","99.9.",17
"58916","15",69900000,7e+07,"test","X0","brain","99.9.",17
"59416","15",70900000,7.1e+07,"test","X0","brain","99.9.",17
"59716","15",72200000,72300000,"test","X0","brain","99.9.",17
"60218","15",73600000,73700000,"test","X0","brain","99.9.",17
"60316","15",74700000,74800000,"test","X0","brain","99.9.",17
"60516","15",75200000,75300000,"test","X0","brain","99.9.",17
"60616","15",75400000,75500000,"test","X0","brain","99.9.",17
"60716","15",7.6e+07,76100000,"test","X0","brain","99.9.",17
"60816","15",76200000,76300000,"test","X0","brain","99.9.",17
"61916","15",79400000,79500000,"test","X0","brain","99.9.",17
"62016","15",79500000,79600000,"test","X0","brain","99.9.",17
"62120","15",79800000,79900000,"test","X0","brain","99.9.",17
"62516","15",81200000,81300000,"test","X0","brain","99.9.",17
"63120","15",84900000,8.5e+07,"test","X0","brain","99.9.",17
"63218","15",8.5e+07,85100000,"test","X0","brain","99.9.",17
"64120","15",87100000,87200000,"test","X0","brain","99.9.",17
"64218","15",87400000,87500000,"test","X0","brain","99.9.",17
"64516","15",87900000,8.8e+07,"test","X0","brain","99.9.",17
"64916","15",89400000,89500000,"test","X0","brain","99.9.",17
"65016","15",89700000,89800000,"test","X0","brain","99.9.",17
"65316","15",91100000,91200000,"test","X0","brain","99.9.",17
"65516","15",91700000,91800000,"test","X0","brain","99.9.",17
"66120","15",92800000,92900000,"test","X0","brain","99.9.",17
"66218","15",93100000,93200000,"test","X0","brain","99.9.",17
"67016","15",9.5e+07,95100000,"test","X0","brain","99.9.",17
"67120","15",95400000,95500000,"test","X0","brain","99.9.",17
"67616","15",96200000,96300000,"test","X0","brain","99.9.",17
"67716","15",96400000,96500000,"test","X0","brain","99.9.",17
"68016","15",97200000,97300000,"test","X0","brain","99.9.",17
"68120","15",9.8e+07,98100000,"test","X0","brain","99.9.",17
"68616","15",100700000,100800000,"test","X0","brain","99.9.",17
"69218","16",21600000,21700000,"test","X0","brain","99.9.",17
"69616","16",34300000,34400000,"test","X0","brain","99.9.",17
"69716","16",34700000,34800000,"test","X0","brain","99.9.",17
"69816","16",64100000,64200000,"test","X0","brain","99.9.",17
"70120","17",2e+05,3e+05,"test","X0","brain","99.9.",17
"70316","17",1.6e+07,16100000,"test","X0","brain","99.9.",17
"70416","17",16100000,16200000,"test","X0","brain","99.9.",17
"70516","17",17400000,17500000,"test","X0","brain","99.9.",17
"70716","17",2.7e+07,27100000,"test","X0","brain","99.9.",17
"71219","17",40400000,40500000,"test","X0","brain","99.9.",17
"71417","17",42800000,42900000,"test","X0","brain","99.9.",17
"72016","17",50400000,50500000,"test","X0","brain","99.9.",17
"72120","17",54900000,5.5e+07,"test","X0","brain","99.9.",17
"72416","17",55200000,55300000,"test","X0","brain","99.9.",17
"72816","17",64300000,64400000,"test","X0","brain","99.9.",17
"73416","18",40700000,40800000,"test","X0","brain","99.9.",17
"73616","18",41400000,41500000,"test","X0","brain","99.9.",17
"73716","18",41900000,4.2e+07,"test","X0","brain","99.9.",17
"74016","18",44400000,44500000,"test","X0","brain","99.9.",17
"74120","18",44700000,44800000,"test","X0","brain","99.9.",17
"74316","18",56800000,56900000,"test","X0","brain","99.9.",17
"74716","18",77300000,77400000,"test","X0","brain","99.9.",17
"74816","19",5e+05,6e+05,"test","X0","brain","99.9.",17
"75916","19",53400000,53500000,"test","X0","brain","99.9.",17
"76016","19",53900000,5.4e+07,"test","X0","brain","99.9.",17
"76218","19",54900000,5.5e+07,"test","X0","brain","99.9.",17
"76916","20",38100000,38200000,"test","X0","brain","99.9.",17
"77916","22",23100000,23200000,"test","X0","brain","99.9.",17
"78217","22",43100000,43200000,"test","X0","brain","99.9.",17
"78616","X",30300000,30400000,"test","X0","brain","99.9.",17
"78816","X",4.8e+07,48100000,"test","X0","brain","99.9.",17
"79120","X",65900000,6.6e+07,"test","X0","brain","99.9.",17
"79218","X",7.1e+07,71100000,"test","X0","brain","99.9.",17
"80218","X",93800000,93900000,"test","X0","brain","99.9.",17
"80516","X",119800000,119900000,"test","X0","brain","99.9.",17
"80716","X",120300000,120400000,"test","X0","brain","99.9.",17
"80916","X",121400000,121500000,"test","X0","brain","99.9.",17
"21716","6",170700000,170800000,"test","X1","brain","99.9.",17
"26616","7",138500000,138600000,"test","X1","brain","99.9.",17
"26816","7",140400000,140500000,"test","X1","brain","99.9.",17
"39716","14",60900000,6.1e+07,"test","X1","brain","99.9.",17
"76616","20",33200000,33300000,"test","X1","brain","99.9.",17
"77716","21",47500000,47600000,"test","X1","brain","99.9.",17
"1500","1",11800000,11900000,"train","X0","brain","99.9.",18
