"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"1059","21",41700000,41800000,"test","X0","bone","99.",1,"22",27400000,27500000,"test","X0","bone","99.",2,"21",28700000,28800000,"test","X0","bone","99.",3,"21",39900000,4e+07,"test","X0","bone","99.",4,"21",37900000,3.8e+07,"test","X0","bone","99.",5,"21",38100000,38200000,"test","X0","bone","99.",6,"21",47100000,47200000,"test","X0","bone","99.",7,"21",37500000,37600000,"test","X0","bone","99.",8,"21",39900000,4e+07,"test","X0","bone","99.",9,"21",46800000,46900000,"test","X0","bone","99.",10,"21",40300000,40400000,"test","X0","bone","99.",11,"21",37900000,3.8e+07,"test","X0","bone","99.",12,"21",3.6e+07,36100000,"test","X0","bone","99.",13,"21",46400000,46500000,"test","X0","bone","99.",14,"21",37300000,37400000,"test","X0","bone","99.",15,"21",41500000,41600000,"test","X0","bone","99.",16,"21",3.6e+07,36100000,"test","X0","bone","99.",17,"21",38700000,38800000,"test","X0","bone","99.",18,"21",40400000,40500000,"test","X0","bone","99.",19,"22",28900000,2.9e+07,"test","X0","bone","99.",20,"21",39900000,4e+07,"test","X0","bone","99.",21,"21",28700000,28800000,"test","X0","bone","99.",22,"19",48300000,48400000,"test","X0","bone","99.",23,"19",42700000,42800000,"test","X0","bone","99.",24,"21",37900000,3.8e+07,"test","X0","bone","99.",25,"21",47200000,47300000,"test","X0","bone","99.",26,"22",23200000,23300000,"test","X0","bone","99.",27,"21",37200000,37300000,"test","X0","bone","99.",28,"21",40300000,40400000,"test","X0","bone","99.",29,"17",77900000,7.8e+07,"test","X0","bone","99.",30
"1065","21",46800000,46900000,"test","X0","bone","99.",1,"22",27900000,2.8e+07,"test","X0","bone","99.",2,"21",38500000,38600000,"test","X0","bone","99.",3,"21",40400000,40500000,"test","X0","bone","99.",4,"21",38700000,38800000,"test","X0","bone","99.",5,"21",38500000,38600000,"test","X0","bone","99.",6,"22",17200000,17300000,"test","X0","bone","99.",7,"21",40300000,40400000,"test","X0","bone","99.",8,"21",41500000,41600000,"test","X0","bone","99.",9,"22",20700000,20800000,"test","X0","bone","99.",10,"21",41500000,41600000,"test","X0","bone","99.",11,"21",41500000,41600000,"test","X0","bone","99.",12,"21",37200000,37300000,"test","X0","bone","99.",13,"21",47100000,47200000,"test","X0","bone","99.",14,"21",37900000,3.8e+07,"test","X0","bone","99.",15,"21",41700000,41800000,"test","X0","bone","99.",16,"21",37200000,37300000,"test","X0","bone","99.",17,"21",39600000,39700000,"test","X0","bone","99.",18,"21",40500000,40600000,"test","X0","bone","99.",19,"22",29100000,29200000,"test","X0","bone","99.",20,"21",40200000,40300000,"test","X0","bone","99.",21,"21",3.6e+07,36100000,"test","X0","bone","99.",22,"21",36600000,36700000,"test","X0","bone","99.",23,"19",42800000,42900000,"test","X0","bone","99.",24,"21",38500000,38600000,"test","X0","bone","99.",25,"22",23500000,23600000,"test","X0","bone","99.",26,"22",23500000,23600000,"test","X0","bone","99.",27,"21",38500000,38600000,"test","X0","bone","99.",28,"22",17200000,17300000,"test","X0","bone","99.",29,"19",7800000,7900000,"test","X0","bone","99.",30
"1067","21",47100000,47200000,"test","X0","bone","99.",1,"22",28100000,28200000,"test","X0","bone","99.",2,"21",45800000,45900000,"test","X0","bone","99.",3,"21",41500000,41600000,"test","X0","bone","99.",4,"21",39900000,4e+07,"test","X0","bone","99.",5,"21",40300000,40400000,"test","X0","bone","99.",6,"22",20700000,20800000,"test","X0","bone","99.",7,"22",18700000,18800000,"test","X0","bone","99.",8,"22",20300000,20400000,"test","X0","bone","99.",9,"22",21400000,21500000,"test","X0","bone","99.",10,"22",20700000,20800000,"test","X0","bone","99.",11,"22",18700000,18800000,"test","X0","bone","99.",12,"21",40300000,40400000,"test","X0","bone","99.",13,"22",20300000,20400000,"test","X0","bone","99.",14,"21",38100000,38200000,"test","X0","bone","99.",15,"21",46400000,46500000,"test","X0","bone","99.",16,"21",37500000,37600000,"test","X0","bone","99.",17,"21",40300000,40400000,"test","X0","bone","99.",18,"21",45600000,45700000,"test","X0","bone","99.",19,"22",29400000,29500000,"test","X0","bone","99.",20,"21",40400000,40500000,"test","X0","bone","99.",21,"21",37200000,37300000,"test","X0","bone","99.",22,"21",37900000,3.8e+07,"test","X0","bone","99.",23,"21",24600000,24700000,"test","X0","bone","99.",24,"21",41700000,41800000,"test","X0","bone","99.",25,"22",23600000,23700000,"test","X0","bone","99.",26,"22",23600000,23700000,"test","X0","bone","99.",27,"21",38700000,38800000,"test","X0","bone","99.",28,"22",20300000,20400000,"test","X0","bone","99.",29,"19",30900000,3.1e+07,"test","X0","bone","99.",30
"1068","21",47200000,47300000,"test","X0","bone","99.",1,"22",28300000,28400000,"test","X0","bone","99.",2,"21",46400000,46500000,"test","X0","bone","99.",3,"21",46400000,46500000,"test","X0","bone","99.",4,"21",40300000,40400000,"test","X0","bone","99.",5,"21",41700000,41800000,"test","X0","bone","99.",6,"22",20800000,20900000,"test","X0","bone","99.",7,"22",20300000,20400000,"test","X0","bone","99.",8,"22",23200000,23300000,"test","X0","bone","99.",9,"22",27300000,27400000,"test","X0","bone","99.",10,"22",20800000,20900000,"test","X0","bone","99.",11,"22",20700000,20800000,"test","X0","bone","99.",12,"21",40500000,40600000,"test","X0","bone","99.",13,"22",21400000,21500000,"test","X0","bone","99.",14,"21",39900000,4e+07,"test","X0","bone","99.",15,"21",47200000,47300000,"test","X0","bone","99.",16,"21",38100000,38200000,"test","X0","bone","99.",17,"21",41500000,41600000,"test","X0","bone","99.",18,"21",46400000,46500000,"test","X0","bone","99.",19,"22",29500000,29600000,"test","X0","bone","99.",20,"21",45600000,45700000,"test","X0","bone","99.",21,"21",37900000,3.8e+07,"test","X0","bone","99.",22,"21",38100000,38200000,"test","X0","bone","99.",23,"21",28700000,28800000,"test","X0","bone","99.",24,"21",46400000,46500000,"test","X0","bone","99.",25,"22",2.7e+07,27100000,"test","X0","bone","99.",26,"22",27300000,27400000,"test","X0","bone","99.",27,"21",45600000,45700000,"test","X0","bone","99.",28,"22",21400000,21500000,"test","X0","bone","99.",29,"19",42700000,42800000,"test","X0","bone","99.",30
"1073","22",20800000,20900000,"test","X0","bone","99.",1,"22",28800000,28900000,"test","X0","bone","99.",2,"21",47100000,47200000,"test","X0","bone","99.",3,"21",47100000,47200000,"test","X0","bone","99.",4,"21",40400000,40500000,"test","X0","bone","99.",5,"21",45800000,45900000,"test","X0","bone","99.",6,"22",21400000,21500000,"test","X0","bone","99.",7,"22",21400000,21500000,"test","X0","bone","99.",8,"22",2.7e+07,27100000,"test","X0","bone","99.",9,"22",27500000,27600000,"test","X0","bone","99.",10,"22",21400000,21500000,"test","X0","bone","99.",11,"22",22300000,22400000,"test","X0","bone","99.",12,"21",45800000,45900000,"test","X0","bone","99.",13,"22",23500000,23600000,"test","X0","bone","99.",14,"21",40200000,40300000,"test","X0","bone","99.",15,"22",17200000,17300000,"test","X0","bone","99.",16,"21",38500000,38600000,"test","X0","bone","99.",17,"21",46400000,46500000,"test","X0","bone","99.",18,"21",46800000,46900000,"test","X0","bone","99.",19,"22",30100000,30200000,"test","X0","bone","99.",20,"21",46400000,46500000,"test","X0","bone","99.",21,"21",40500000,40600000,"test","X0","bone","99.",22,"21",39900000,4e+07,"test","X0","bone","99.",23,"21",3.6e+07,36100000,"test","X0","bone","99.",24,"21",47100000,47200000,"test","X0","bone","99.",25,"22",27300000,27400000,"test","X0","bone","99.",26,"22",27400000,27500000,"test","X0","bone","99.",27,"21",45800000,45900000,"test","X0","bone","99.",28,"22",27200000,27300000,"test","X0","bone","99.",29,"21",15500000,15600000,"test","X0","bone","99.",30
"1075","22",22300000,22400000,"test","X0","bone","99.",1,"22",28900000,2.9e+07,"test","X0","bone","99.",2,"22",23200000,23300000,"test","X0","bone","99.",3,"22",18700000,18800000,"test","X0","bone","99.",4,"21",40500000,40600000,"test","X0","bone","99.",5,"21",47100000,47200000,"test","X0","bone","99.",6,"22",22300000,22400000,"test","X0","bone","99.",7,"22",22300000,22400000,"test","X0","bone","99.",8,"22",27400000,27500000,"test","X0","bone","99.",9,"22",28100000,28200000,"test","X0","bone","99.",10,"22",23200000,23300000,"test","X0","bone","99.",11,"22",27300000,27400000,"test","X0","bone","99.",12,"22",17200000,17300000,"test","X0","bone","99.",13,"22",27300000,27400000,"test","X0","bone","99.",14,"21",40300000,40400000,"test","X0","bone","99.",15,"22",18700000,18800000,"test","X0","bone","99.",16,"21",38700000,38800000,"test","X0","bone","99.",17,"21",47200000,47300000,"test","X0","bone","99.",18,"21",47100000,47200000,"test","X0","bone","99.",19,"22",30200000,30300000,"test","X0","bone","99.",20,"22",20700000,20800000,"test","X0","bone","99.",21,"21",45600000,45700000,"test","X0","bone","99.",22,"21",41500000,41600000,"test","X0","bone","99.",23,"21",37300000,37400000,"test","X0","bone","99.",24,"22",17200000,17300000,"test","X0","bone","99.",25,"22",27900000,2.8e+07,"test","X0","bone","99.",26,"22",27500000,27600000,"test","X0","bone","99.",27,"21",47200000,47300000,"test","X0","bone","99.",28,"22",27400000,27500000,"test","X0","bone","99.",29,"21",37200000,37300000,"test","X0","bone","99.",30
"1079","22",2.7e+07,27100000,"test","X0","bone","99.",1,"22",29100000,29200000,"test","X0","bone","99.",2,"22",23500000,23600000,"test","X0","bone","99.",3,"22",20800000,20900000,"test","X0","bone","99.",4,"21",45800000,45900000,"test","X0","bone","99.",5,"21",47200000,47300000,"test","X0","bone","99.",6,"22",27300000,27400000,"test","X0","bone","99.",7,"22",23200000,23300000,"test","X0","bone","99.",8,"22",2.8e+07,28100000,"test","X0","bone","99.",9,"22",28300000,28400000,"test","X0","bone","99.",10,"22",2.7e+07,27100000,"test","X0","bone","99.",11,"22",28100000,28200000,"test","X0","bone","99.",12,"22",20300000,20400000,"test","X0","bone","99.",13,"22",27400000,27500000,"test","X0","bone","99.",14,"21",47200000,47300000,"test","X0","bone","99.",15,"22",20300000,20400000,"test","X0","bone","99.",16,"21",45600000,45700000,"test","X0","bone","99.",17,"22",18700000,18800000,"test","X0","bone","99.",18,"22",21400000,21500000,"test","X0","bone","99.",19,"22",32100000,32200000,"test","X0","bone","99.",20,"22",21400000,21500000,"test","X0","bone","99.",21,"21",46400000,46500000,"test","X0","bone","99.",22,"21",46400000,46500000,"test","X0","bone","99.",23,"21",37900000,3.8e+07,"test","X0","bone","99.",24,"22",18700000,18800000,"test","X0","bone","99.",25,"22",2.8e+07,28100000,"test","X0","bone","99.",26,"22",27700000,27800000,"test","X0","bone","99.",27,"22",17200000,17300000,"test","X0","bone","99.",28,"22",27700000,27800000,"test","X0","bone","99.",29,"21",39600000,39700000,"test","X0","bone","99.",30
"1080","22",27200000,27300000,"test","X0","bone","99.",1,"22",29400000,29500000,"test","X0","bone","99.",2,"22",23600000,23700000,"test","X0","bone","99.",3,"22",23600000,23700000,"test","X0","bone","99.",4,"22",18700000,18800000,"test","X0","bone","99.",5,"22",23500000,23600000,"test","X0","bone","99.",6,"22",29500000,29600000,"test","X0","bone","99.",7,"22",23500000,23600000,"test","X0","bone","99.",8,"22",28100000,28200000,"test","X0","bone","99.",9,"22",28900000,2.9e+07,"test","X0","bone","99.",10,"22",27200000,27300000,"test","X0","bone","99.",11,"22",28800000,28900000,"test","X0","bone","99.",12,"22",20700000,20800000,"test","X0","bone","99.",13,"22",27500000,27600000,"test","X0","bone","99.",14,"22",27300000,27400000,"test","X0","bone","99.",15,"22",20800000,20900000,"test","X0","bone","99.",16,"21",46800000,46900000,"test","X0","bone","99.",17,"22",20300000,20400000,"test","X0","bone","99.",18,"22",23500000,23600000,"test","X0","bone","99.",19,"22",32300000,32400000,"test","X0","bone","99.",20,"22",22300000,22400000,"test","X0","bone","99.",21,"22",20300000,20400000,"test","X0","bone","99.",22,"21",47100000,47200000,"test","X0","bone","99.",23,"21",40300000,40400000,"test","X0","bone","99.",24,"22",20700000,20800000,"test","X0","bone","99.",25,"22",28300000,28400000,"test","X0","bone","99.",26,"22",27900000,2.8e+07,"test","X0","bone","99.",27,"22",21400000,21500000,"test","X0","bone","99.",28,"22",2.8e+07,28100000,"test","X0","bone","99.",29,"21",40200000,40300000,"test","X0","bone","99.",30
"1084","22",27700000,27800000,"test","X0","bone","99.",1,"22",29900000,3e+07,"test","X0","bone","99.",2,"22",2.7e+07,27100000,"test","X0","bone","99.",3,"22",27200000,27300000,"test","X0","bone","99.",4,"22",20300000,20400000,"test","X0","bone","99.",5,"22",27400000,27500000,"test","X0","bone","99.",6,"22",3e+07,30100000,"test","X0","bone","99.",7,"22",2.7e+07,27100000,"test","X0","bone","99.",8,"22",28800000,28900000,"test","X0","bone","99.",9,"22",29500000,29600000,"test","X0","bone","99.",10,"22",27300000,27400000,"test","X0","bone","99.",11,"22",29500000,29600000,"test","X0","bone","99.",12,"22",23200000,23300000,"test","X0","bone","99.",13,"22",27900000,2.8e+07,"test","X0","bone","99.",14,"22",27700000,27800000,"test","X0","bone","99.",15,"22",23600000,23700000,"test","X0","bone","99.",16,"21",47100000,47200000,"test","X0","bone","99.",17,"22",21400000,21500000,"test","X0","bone","99.",18,"22",2.7e+07,27100000,"test","X0","bone","99.",19,"22",32800000,32900000,"test","X0","bone","99.",20,"22",23200000,23300000,"test","X0","bone","99.",21,"22",20700000,20800000,"test","X0","bone","99.",22,"22",23200000,23300000,"test","X0","bone","99.",23,"21",40400000,40500000,"test","X0","bone","99.",24,"22",20800000,20900000,"test","X0","bone","99.",25,"22",28900000,2.9e+07,"test","X0","bone","99.",26,"22",28300000,28400000,"test","X0","bone","99.",27,"22",2.7e+07,27100000,"test","X0","bone","99.",28,"22",28100000,28200000,"test","X0","bone","99.",29,"21",40300000,40400000,"test","X0","bone","99.",30
"1090","22",28900000,2.9e+07,"test","X0","bone","99.",1,"22",30200000,30300000,"test","X0","bone","99.",2,"22",27200000,27300000,"test","X0","bone","99.",3,"22",27400000,27500000,"test","X0","bone","99.",4,"22",20700000,20800000,"test","X0","bone","99.",5,"22",27500000,27600000,"test","X0","bone","99.",6,"22",30200000,30300000,"test","X0","bone","99.",7,"22",27400000,27500000,"test","X0","bone","99.",8,"22",29300000,29400000,"test","X0","bone","99.",9,"22",29900000,3e+07,"test","X0","bone","99.",10,"22",27700000,27800000,"test","X0","bone","99.",11,"22",29900000,3e+07,"test","X0","bone","99.",12,"22",23500000,23600000,"test","X0","bone","99.",13,"22",2.8e+07,28100000,"test","X0","bone","99.",14,"22",28300000,28400000,"test","X0","bone","99.",15,"22",2.7e+07,27100000,"test","X0","bone","99.",16,"22",20700000,20800000,"test","X0","bone","99.",17,"22",22300000,22400000,"test","X0","bone","99.",18,"22",27200000,27300000,"test","X0","bone","99.",19,"22",3.6e+07,36100000,"test","X0","bone","99.",20,"22",23500000,23600000,"test","X0","bone","99.",21,"22",20800000,20900000,"test","X0","bone","99.",22,"22",27400000,27500000,"test","X0","bone","99.",23,"21",41500000,41600000,"test","X0","bone","99.",24,"22",21400000,21500000,"test","X0","bone","99.",25,"22",2.9e+07,29100000,"test","X0","bone","99.",26,"22",29400000,29500000,"test","X0","bone","99.",27,"22",27900000,2.8e+07,"test","X0","bone","99.",28,"22",28900000,2.9e+07,"test","X0","bone","99.",29,"21",40400000,40500000,"test","X0","bone","99.",30
"1093","22",29300000,29400000,"test","X0","bone","99.",1,"22",31500000,31600000,"test","X0","bone","99.",2,"22",27300000,27400000,"test","X0","bone","99.",3,"22",2.8e+07,28100000,"test","X0","bone","99.",4,"22",20800000,20900000,"test","X0","bone","99.",5,"22",27700000,27800000,"test","X0","bone","99.",6,"22",32100000,32200000,"test","X0","bone","99.",7,"22",27500000,27600000,"test","X0","bone","99.",8,"22",29400000,29500000,"test","X0","bone","99.",9,"22",3e+07,30100000,"test","X0","bone","99.",10,"22",2.8e+07,28100000,"test","X0","bone","99.",11,"22",30100000,30200000,"test","X0","bone","99.",12,"22",2.7e+07,27100000,"test","X0","bone","99.",13,"22",28300000,28400000,"test","X0","bone","99.",14,"22",28800000,28900000,"test","X0","bone","99.",15,"22",3e+07,30100000,"test","X0","bone","99.",16,"22",20800000,20900000,"test","X0","bone","99.",17,"22",23200000,23300000,"test","X0","bone","99.",18,"22",27700000,27800000,"test","X0","bone","99.",19,"22",36900000,3.7e+07,"test","X0","bone","99.",20,"22",27300000,27400000,"test","X0","bone","99.",21,"22",27900000,2.8e+07,"test","X0","bone","99.",22,"22",27500000,27600000,"test","X0","bone","99.",23,"21",45600000,45700000,"test","X0","bone","99.",24,"22",2.7e+07,27100000,"test","X0","bone","99.",25,"22",29400000,29500000,"test","X0","bone","99.",26,"22",30100000,30200000,"test","X0","bone","99.",27,"22",2.8e+07,28100000,"test","X0","bone","99.",28,"22",29100000,29200000,"test","X0","bone","99.",29,"21",40500000,40600000,"test","X0","bone","99.",30
"1094","22",29400000,29500000,"test","X0","bone","99.",1,"22",32100000,32200000,"test","X0","bone","99.",2,"22",27900000,2.8e+07,"test","X0","bone","99.",3,"22",29100000,29200000,"test","X0","bone","99.",4,"22",27200000,27300000,"test","X0","bone","99.",5,"22",28300000,28400000,"test","X0","bone","99.",6,"22",32300000,32400000,"test","X0","bone","99.",7,"22",27900000,2.8e+07,"test","X0","bone","99.",8,"22",29900000,3e+07,"test","X0","bone","99.",9,"22",30100000,30200000,"test","X0","bone","99.",10,"22",28900000,2.9e+07,"test","X0","bone","99.",11,"22",30200000,30300000,"test","X0","bone","99.",12,"22",27700000,27800000,"test","X0","bone","99.",13,"22",28800000,28900000,"test","X0","bone","99.",14,"22",29900000,3e+07,"test","X0","bone","99.",15,"22",30200000,30300000,"test","X0","bone","99.",16,"22",23500000,23600000,"test","X0","bone","99.",17,"22",23600000,23700000,"test","X0","bone","99.",18,"22",28100000,28200000,"test","X0","bone","99.",19,"22",38800000,38900000,"test","X0","bone","99.",20,"22",2.8e+07,28100000,"test","X0","bone","99.",21,"22",28300000,28400000,"test","X0","bone","99.",22,"22",27900000,2.8e+07,"test","X0","bone","99.",23,"21",46400000,46500000,"test","X0","bone","99.",24,"22",28800000,28900000,"test","X0","bone","99.",25,"22",29500000,29600000,"test","X0","bone","99.",26,"22",30200000,30300000,"test","X0","bone","99.",27,"22",28100000,28200000,"test","X0","bone","99.",28,"22",29500000,29600000,"test","X0","bone","99.",29,"22",22300000,22400000,"test","X0","bone","99.",30
"1101","22",30200000,30300000,"test","X0","bone","99.",1,"22",32300000,32400000,"test","X0","bone","99.",2,"22",28100000,28200000,"test","X0","bone","99.",3,"22",32100000,32200000,"test","X0","bone","99.",4,"22",27400000,27500000,"test","X0","bone","99.",5,"22",28900000,2.9e+07,"test","X0","bone","99.",6,"22",32800000,32900000,"test","X0","bone","99.",7,"22",28300000,28400000,"test","X0","bone","99.",8,"22",30100000,30200000,"test","X0","bone","99.",9,"22",32100000,32200000,"test","X0","bone","99.",10,"22",2.9e+07,29100000,"test","X0","bone","99.",11,"22",31500000,31600000,"test","X0","bone","99.",12,"22",28900000,2.9e+07,"test","X0","bone","99.",13,"22",2.9e+07,29100000,"test","X0","bone","99.",14,"22",32100000,32200000,"test","X0","bone","99.",15,"22",32300000,32400000,"test","X0","bone","99.",16,"22",27400000,27500000,"test","X0","bone","99.",17,"22",27500000,27600000,"test","X0","bone","99.",18,"22",28300000,28400000,"test","X0","bone","99.",19,"22",44500000,44600000,"test","X0","bone","99.",20,"22",28100000,28200000,"test","X0","bone","99.",21,"22",29500000,29600000,"test","X0","bone","99.",22,"22",2.8e+07,28100000,"test","X0","bone","99.",23,"21",47100000,47200000,"test","X0","bone","99.",24,"22",2.9e+07,29100000,"test","X0","bone","99.",25,"22",30200000,30300000,"test","X0","bone","99.",26,"22",3.7e+07,37100000,"test","X0","bone","99.",27,"22",28800000,28900000,"test","X0","bone","99.",28,"22",30100000,30200000,"test","X0","bone","99.",29,"22",2.7e+07,27100000,"test","X0","bone","99.",30
"1103","22",31500000,31600000,"test","X0","bone","99.",1,"22",32400000,32500000,"test","X0","bone","99.",2,"22",28300000,28400000,"test","X0","bone","99.",3,"22",32300000,32400000,"test","X0","bone","99.",4,"22",27900000,2.8e+07,"test","X0","bone","99.",5,"22",2.9e+07,29100000,"test","X0","bone","99.",6,"22",35600000,35700000,"test","X0","bone","99.",7,"22",28800000,28900000,"test","X0","bone","99.",8,"22",32300000,32400000,"test","X0","bone","99.",9,"22",32300000,32400000,"test","X0","bone","99.",10,"22",29300000,29400000,"test","X0","bone","99.",11,"22",32100000,32200000,"test","X0","bone","99.",12,"22",29300000,29400000,"test","X0","bone","99.",13,"22",29300000,29400000,"test","X0","bone","99.",14,"22",32400000,32500000,"test","X0","bone","99.",15,"22",36900000,3.7e+07,"test","X0","bone","99.",16,"22",27900000,2.8e+07,"test","X0","bone","99.",17,"22",28100000,28200000,"test","X0","bone","99.",18,"22",28800000,28900000,"test","X0","bone","99.",19,"22",44700000,44800000,"test","X0","bone","99.",20,"22",28900000,2.9e+07,"test","X0","bone","99.",21,"22",32100000,32200000,"test","X0","bone","99.",22,"22",28300000,28400000,"test","X0","bone","99.",23,"21",47200000,47300000,"test","X0","bone","99.",24,"22",29100000,29200000,"test","X0","bone","99.",25,"22",31500000,31600000,"test","X0","bone","99.",26,"22",44500000,44600000,"test","X0","bone","99.",27,"22",29300000,29400000,"test","X0","bone","99.",28,"22",32300000,32400000,"test","X0","bone","99.",29,"22",28100000,28200000,"test","X0","bone","99.",30
"1106","22",32400000,32500000,"test","X0","bone","99.",1,"22",32800000,32900000,"test","X0","bone","99.",2,"22",2.9e+07,29100000,"test","X0","bone","99.",3,"22",32400000,32500000,"test","X0","bone","99.",4,"22",2.8e+07,28100000,"test","X0","bone","99.",5,"22",29400000,29500000,"test","X0","bone","99.",6,"22",3.6e+07,36100000,"test","X0","bone","99.",7,"22",29100000,29200000,"test","X0","bone","99.",8,"22",35600000,35700000,"test","X0","bone","99.",9,"22",32400000,32500000,"test","X0","bone","99.",10,"22",29900000,3e+07,"test","X0","bone","99.",11,"22",35600000,35700000,"test","X0","bone","99.",12,"22",29900000,3e+07,"test","X0","bone","99.",13,"22",29900000,3e+07,"test","X0","bone","99.",14,"22",32800000,32900000,"test","X0","bone","99.",15,"22",38900000,3.9e+07,"test","X0","bone","99.",16,"22",2.8e+07,28100000,"test","X0","bone","99.",17,"22",28800000,28900000,"test","X0","bone","99.",18,"22",29400000,29500000,"test","X0","bone","99.",19,"22",50900000,5.1e+07,"test","X0","bone","99.",20,"22",29100000,29200000,"test","X0","bone","99.",21,"22",32400000,32500000,"test","X0","bone","99.",22,"22",28800000,28900000,"test","X0","bone","99.",23,"22",2.7e+07,27100000,"test","X0","bone","99.",24,"22",30100000,30200000,"test","X0","bone","99.",25,"22",32100000,32200000,"test","X0","bone","99.",26,"22",44700000,44800000,"test","X0","bone","99.",27,"22",29400000,29500000,"test","X0","bone","99.",28,"22",38900000,3.9e+07,"test","X0","bone","99.",29,"22",28300000,28400000,"test","X0","bone","99.",30
"1108","22",35600000,35700000,"test","X0","bone","99.",1,"22",38900000,3.9e+07,"test","X0","bone","99.",2,"22",29500000,29600000,"test","X0","bone","99.",3,"22",35600000,35700000,"test","X0","bone","99.",4,"22",30200000,30300000,"test","X0","bone","99.",5,"22",30200000,30300000,"test","X0","bone","99.",6,"22",38800000,38900000,"test","X0","bone","99.",7,"22",36900000,3.7e+07,"test","X0","bone","99.",8,"22",3.6e+07,36100000,"test","X0","bone","99.",9,"22",38900000,3.9e+07,"test","X0","bone","99.",10,"22",32800000,32900000,"test","X0","bone","99.",11,"22",3.7e+07,37100000,"test","X0","bone","99.",12,"22",30100000,30200000,"test","X0","bone","99.",13,"22",3.6e+07,36100000,"test","X0","bone","99.",14,"22",35600000,35700000,"test","X0","bone","99.",15,"22",44200000,44300000,"test","X0","bone","99.",16,"22",28100000,28200000,"test","X0","bone","99.",17,"22",28900000,2.9e+07,"test","X0","bone","99.",18,"22",29900000,3e+07,"test","X0","bone","99.",19,"X",32500000,32600000,"test","X0","bone","99.",20,"22",29900000,3e+07,"test","X0","bone","99.",21,"22",3.7e+07,37100000,"test","X0","bone","99.",22,"22",29500000,29600000,"test","X0","bone","99.",23,"22",27700000,27800000,"test","X0","bone","99.",24,"22",36900000,3.7e+07,"test","X0","bone","99.",25,"22",32400000,32500000,"test","X0","bone","99.",26,"22",45300000,45400000,"test","X0","bone","99.",27,"22",29900000,3e+07,"test","X0","bone","99.",28,"22",44500000,44600000,"test","X0","bone","99.",29,"22",28800000,28900000,"test","X0","bone","99.",30
